@SpeciesCode,@MeasurementDateGMT,@Value,SiteCode
NO2,2023-02-01 00:00:00,23.3,HG1
NO2,2023-02-01 00:00:00,44.6,HG1
NO2,2023-02-01 01:00:00,37.7,HG1
NO2,2023-02-01 01:00:00,19.7,HG1
NO2,2023-02-01 02:00:00,10.9,HG1
NO2,2023-02-01 02:00:00,20.8,HG1
NO2,2023-02-01 03:00:00,13.6,HG1
NO2,2023-02-01 03:00:00,7.1,HG1
NO2,2023-02-01 04:00:00,8.8,HG1
NO2,2023-02-01 04:00:00,16.8,HG1
NO2,2023-02-01 05:00:00,16.1,HG1
NO2,2023-02-01 05:00:00,8.4,HG1
NO2,2023-02-01 06:00:00,14.2,HG1
NO2,2023-02-01 06:00:00,27.2,HG1
NO2,2023-02-01 07:00:00,43.2,HG1
NO2,2023-02-01 07:00:00,22.6,HG1
NO2,2023-02-01 08:00:00,32.7,HG1
NO2,2023-02-01 08:00:00,62.5,HG1
NO2,2023-02-01 09:00:00,65.8,HG1
NO2,2023-02-01 09:00:00,34.4,HG1
NO2,2023-02-01 10:00:00,33.9,HG1
NO2,2023-02-01 10:00:00,64.8,HG1
NO2,2023-02-01 11:00:00,38.8,HG1
NO2,2023-02-01 11:00:00,20.3,HG1
NO2,2023-02-01 12:00:00,18.4,HG1
NO2,2023-02-01 12:00:00,35.2,HG1
NO2,2023-02-01 13:00:00,27.7,HG1
NO2,2023-02-01 13:00:00,14.5,HG1
NO2,2023-02-01 14:00:00,13.8,HG1
NO2,2023-02-01 14:00:00,26.4,HG1
NO2,2023-02-01 15:00:00,32.1,HG1
NO2,2023-02-01 15:00:00,16.8,HG1
NO2,2023-02-01 16:00:00,18.4,HG1
NO2,2023-02-01 16:00:00,35.2,HG1
NO2,2023-02-01 17:00:00,38.8,HG1
NO2,2023-02-01 17:00:00,20.3,HG1
NO2,2023-02-01 18:00:00,24.7,HG1
NO2,2023-02-01 18:00:00,47.2,HG1
NO2,2023-02-01 19:00:00,49.7,HG1
NO2,2023-02-01 19:00:00,26,HG1
NO2,2023-02-01 20:00:00,28.1,HG1
NO2,2023-02-01 20:00:00,53.7,HG1
NO2,2023-02-01 21:00:00,48.2,HG1
NO2,2023-02-01 21:00:00,25.2,HG1
NO2,2023-02-01 22:00:00,22,HG1
NO2,2023-02-01 22:00:00,42.1,HG1
NO2,2023-02-01 23:00:00,36.5,HG1
NO2,2023-02-01 23:00:00,19.1,HG1
NO2,2023-02-02 00:00:00,13.6,HG1
NO2,2023-02-02 00:00:00,26,HG1
NO2,2023-02-02 01:00:00,20.1,HG1
NO2,2023-02-02 01:00:00,10.5,HG1
NO2,2023-02-02 02:00:00,5.5,HG1
NO2,2023-02-02 02:00:00,10.5,HG1
NO2,2023-02-02 03:00:00,14.7,HG1
NO2,2023-02-02 03:00:00,7.7,HG1
NO2,2023-02-02 04:00:00,6.7,HG1
NO2,2023-02-02 04:00:00,12.8,HG1
NO2,2023-02-02 05:00:00,27.2,HG1
NO2,2023-02-02 05:00:00,14.2,HG1
NO2,2023-02-02 06:00:00,26.8,HG1
NO2,2023-02-02 06:00:00,51.3,HG1
NO2,2023-02-02 07:00:00,103.5,HG1
NO2,2023-02-02 07:00:00,54.1,HG1
NO2,2023-02-02 08:00:00,48.6,HG1
NO2,2023-02-02 08:00:00,92.9,HG1
NO2,2023-02-02 09:00:00,88.9,HG1
NO2,2023-02-02 09:00:00,46.5,HG1
NO2,2023-02-02 10:00:00,27,HG1
NO2,2023-02-02 10:00:00,51.6,HG1
NO2,2023-02-02 11:00:00,53.7,HG1
NO2,2023-02-02 11:00:00,28.1,HG1
NO2,2023-02-02 12:00:00,30.4,HG1
NO2,2023-02-02 12:00:00,58.1,HG1
NO2,2023-02-02 13:00:00,50.1,HG1
NO2,2023-02-02 13:00:00,26.2,HG1
NO2,2023-02-02 14:00:00,26.4,HG1
NO2,2023-02-02 14:00:00,50.5,HG1
NO2,2023-02-02 15:00:00,42.8,HG1
NO2,2023-02-02 15:00:00,22.4,HG1
NO2,2023-02-02 16:00:00,29.1,HG1
NO2,2023-02-02 16:00:00,55.7,HG1
NO2,2023-02-02 17:00:00,42.5,HG1
NO2,2023-02-02 17:00:00,22.2,HG1
NO2,2023-02-02 18:00:00,28.7,HG1
NO2,2023-02-02 18:00:00,54.9,HG1
NO2,2023-02-02 19:00:00,52.2,HG1
NO2,2023-02-02 19:00:00,27.3,HG1
NO2,2023-02-02 20:00:00,23.9,HG1
NO2,2023-02-02 20:00:00,45.7,HG1
NO2,2023-02-02 21:00:00,35.2,HG1
NO2,2023-02-02 21:00:00,18.4,HG1
NO2,2023-02-02 22:00:00,14.2,HG1
NO2,2023-02-02 22:00:00,27.2,HG1
NO2,2023-02-02 23:00:00,38.1,HG1
NO2,2023-02-02 23:00:00,19.9,HG1
NO2,2023-02-03 00:00:00,15.5,HG1
NO2,2023-02-03 00:00:00,29.6,HG1
NO2,2023-02-03 01:00:00,20.5,HG1
NO2,2023-02-03 01:00:00,10.7,HG1
NO2,2023-02-03 02:00:00,8,HG1
NO2,2023-02-03 02:00:00,15.3,HG1
NO2,2023-02-03 03:00:00,13.6,HG1
NO2,2023-02-03 03:00:00,7.1,HG1
NO2,2023-02-03 04:00:00,7.8,HG1
NO2,2023-02-03 04:00:00,14.9,HG1
NO2,2023-02-03 05:00:00,11.3,HG1
NO2,2023-02-03 05:00:00,5.9,HG1
NO2,2023-02-03 06:00:00,9.9,HG1
NO2,2023-02-03 06:00:00,18.9,HG1
NO2,2023-02-03 07:00:00,39.2,HG1
NO2,2023-02-03 07:00:00,20.5,HG1
NO2,2023-02-03 08:00:00,30.8,HG1
NO2,2023-02-03 08:00:00,58.9,HG1
NO2,2023-02-03 09:00:00,76.1,HG1
NO2,2023-02-03 09:00:00,39.8,HG1
NO2,2023-02-03 10:00:00,33.9,HG1
NO2,2023-02-03 10:00:00,64.8,HG1
NO2,2023-02-03 11:00:00,61.8,HG1
NO2,2023-02-03 11:00:00,32.3,HG1
NO2,2023-02-03 12:00:00,14.9,HG1
NO2,2023-02-03 12:00:00,28.5,HG1
NO2,2023-02-03 13:00:00,22,HG1
NO2,2023-02-03 13:00:00,11.5,HG1
NO2,2023-02-03 14:00:00,12.4,HG1
NO2,2023-02-03 14:00:00,23.7,HG1
NO2,2023-02-03 15:00:00,22.4,HG1
NO2,2023-02-03 15:00:00,11.7,HG1
NO2,2023-02-03 16:00:00,18.6,HG1
NO2,2023-02-03 16:00:00,35.6,HG1
NO2,2023-02-03 17:00:00,58.1,HG1
NO2,2023-02-03 17:00:00,30.4,HG1
NO2,2023-02-03 18:00:00,29.3,HG1
NO2,2023-02-03 18:00:00,56,HG1
NO2,2023-02-03 19:00:00,50.1,HG1
NO2,2023-02-03 19:00:00,26.2,HG1
NO2,2023-02-03 20:00:00,29.1,HG1
NO2,2023-02-03 20:00:00,55.7,HG1
NO2,2023-02-03 21:00:00,85.3,HG1
NO2,2023-02-03 21:00:00,44.6,HG1
NO2,2023-02-03 22:00:00,46.5,HG1
NO2,2023-02-03 22:00:00,88.9,HG1
NO2,2023-02-03 23:00:00,90.3,HG1
NO2,2023-02-03 23:00:00,47.2,HG1
NO2,2023-02-04 00:00:00,39.8,HG1
NO2,2023-02-04 00:00:00,76.1,HG1
NO2,2023-02-04 01:00:00,68.9,HG1
NO2,2023-02-04 01:00:00,36,HG1
NO2,2023-02-04 02:00:00,30.6,HG1
NO2,2023-02-04 02:00:00,58.5,HG1
NO2,2023-02-04 03:00:00,52,HG1
NO2,2023-02-04 03:00:00,27.2,HG1
NO2,2023-02-04 04:00:00,18.6,HG1
NO2,2023-02-04 04:00:00,35.6,HG1
NO2,2023-02-04 05:00:00,29.6,HG1
NO2,2023-02-04 05:00:00,15.5,HG1
NO2,2023-02-04 06:00:00,17.6,HG1
NO2,2023-02-04 06:00:00,33.7,HG1
NO2,2023-02-04 07:00:00,35.2,HG1
NO2,2023-02-04 07:00:00,18.4,HG1
NO2,2023-02-04 08:00:00,16.4,HG1
NO2,2023-02-04 08:00:00,31.4,HG1
NO2,2023-02-04 09:00:00,32.1,HG1
NO2,2023-02-04 09:00:00,16.8,HG1
NO2,2023-02-04 10:00:00,22,HG1
NO2,2023-02-04 10:00:00,42.1,HG1
NO2,2023-02-04 11:00:00,36.1,HG1
NO2,2023-02-04 11:00:00,18.9,HG1
NO2,2023-02-04 12:00:00,17.6,HG1
NO2,2023-02-04 12:00:00,33.7,HG1
NO2,2023-02-04 13:00:00,32.1,HG1
NO2,2023-02-04 13:00:00,16.8,HG1
NO2,2023-02-04 14:00:00,20.3,HG1
