id,count_point_id,aadf_year,region_id,local_authority_id,road_name,road_category,road_type,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,link_length_km,link_length_miles
17865,17865,2025,6,168,A124,PA,Major,A1112,A1112,549200,186900,51.56125157,0.15103142,0.4,0.2
17874,17874,2025,9,80,M25,TM,Major,A21,4,549600,162940,51.34585914,0.14667336,1.5,0.9
17876,17876,2025,6,201,M25,TM,Major,LA Boundary,29,558360,185100,51.54258457,0.28225766,4.6,2.9
17915,17915,2025,6,174,A1211,PA,Major,A501,A1,532500,181570,51.51752122,-0.0917399,0.5,0.3
17917,17917,2025,6,109,A3214,PA,Major,A3217,Buckingham Gate,528970,179400,51.49883576,-0.14338021,0.3,0.2
17946,17946,2025,9,135,A24,PA,Major,B2122,A24 Ashley Avenue,520300,160000,51.32638569,-0.2747959,5.5,3.4
17957,17957,2021,7,123,M25,TM,Major,26,LA Boundary,538500,199900,51.68079509,0.00190964,3.0,1.9
17969,17969,2023,9,135,A3,TA,Major,A247,M25,505000,155300,51.2871651,-0.49568137,6.7,4.2
18046,18046,2025,6,122,A107,PA,Major,A104,A107 Mare St,534800,185199,51.54958821,-0.0572232,0.3,0.2
18054,18054,2025,6,176,A232,PA,Major,Baston Rd,Oakley Rd,541995,165105,51.36726381,0.03841688,1.0,0.6
18066,18066,2025,6,110,A3220,PA,Major,A308 Kings Rd,A3220 Edith Grove,526347,177270,51.480285,-0.1819097,0.3,0.2
18077,18077,2025,6,145,A501,PA,Major,A5202,Gray's Inn Rd,530276,182939,51.53034097,-0.12326865,0.2,0.1
18151,18151,2025,9,135,A317,PA,Major,B365,B365,509502,164394,51.36805958,-0.42835825,1.1,0.7
18167,18167,2025,6,103,A302,PA,Major,A302 Garden Row,A3203,531549,179234,51.49675026,-0.10630911,0.2,0.1
18169,18169,2025,6,109,A5204,PA,Major,A5,A41,528000,181174,51.51499894,-0.15670314,0.4,0.2
18170,18170,2017,6,145,A40,PA,Major,Charing Cross Road,Shaftesbury Ave,529917,181308,51.51576604,-0.12904232,0.3,0.2
18265,18265,2025,6,178,A308,PA,Major,A307 Richmond Rd/Eden St,A307 Fairfield North/London Rd,518510,169520,51.4123248,-0.29730585,0.5,0.3
18266,18266,2025,6,134,A23,PA,Major,A23,A232 Stafford Rd,531155,164784,51.36698232,-0.11732763,0.2,0.1
18267,18267,2025,6,168,A123,PA,Major,A124 London Rd,St. Pauls Road,543917,184000,51.53656472,0.07368678,1.1,0.7
18268,18268,2025,6,110,A308,PA,Major,A3220 Gunter Grove,A3220 Edith Grove,526131,177643,51.48368533,-0.18488559,0.1,0.1
18276,18276,2025,7,78,A411,PA,Major,A4145,A411 Beechen Grove split,511209,196030,51.65207669,-0.3938771,0.6,0.4
18335,18335,2025,6,134,A212,PA,Major,B274,A232,532300,164900,51.36775948,-0.1008461,0.7,0.4
18336,18336,2025,6,122,A10,PA,Major,A10 Rectory Rd,A107 Clapton Common,533650,187000,51.56604634,-0.07311577,1.1,0.7
18338,18338,2025,6,104,A2,PA,Major,A2 Parkfield rd,A2 New Cross Rd,536720,177000,51.47544845,-0.03272721,0.1,0.1
18339,18339,2025,6,107,A203,PA,Major,A203 Stockwell Rd,A23 Brixton Rd,531000,175800,51.46601711,-0.11548547,0.2,0.1
18340,18340,2025,6,107,A214,PA,Major,Tooting Bec Rd,A216,529770,171600,51.42855512,-0.13472102,0.3,0.2
18345,18345,2010,6,125,A106,PA,Major,A106 Ruckholt Rd,A112,538200,186150,51.55731278,-0.00784405,0.2,0.1
18346,18346,2025,6,167,A118,PA,Major,A11,A11,539000,184400,51.54139088,0.0029973,0.2,0.1
18366,18366,2025,6,110,A315,PA,Major,A3220,A3220,524700,179100,51.49709673,-0.20496927,0.1,0.1
18396,18396,2025,7,78,A5183,PA,Major,A41,A411,517685,195000,51.64150163,-0.30065658,0.9,0.6
18397,18397,2025,7,78,A4178,PA,Major,A411,A412,510530,196580,51.65715392,-0.40351424,0.2,0.1
18427,18427,2025,6,103,A215,PA,Major,LA Boundary,A2214,532060,174150,51.45094269,-0.10085015,0.2,0.1
18434,18434,2025,6,167,A124,PA,Major,A117,A406(T),543000,183663,51.53376931,0.06033757,1.3,0.8
18436,18436,2025,6,93,A1211,PA,Major,LA Boundary,A11,533800,181070,51.5127216,-0.07320464,0.4,0.2
18438,18438,2025,9,135,A240,PA,Major,A2022 Fir Tree Rd,A2022 College Rd,523206,160073,51.32642015,-0.23308372,0.2,0.1
18452,18452,2025,6,118,A404,PA,Major,A4000 Station Rd,A404 Manor Park Road,521751,183373,51.53614208,-0.24595546,0.1,0.1
18454,18454,2025,6,109,A501,PA,Major,A501,A4201,528800,182200,51.52403788,-0.14480543,0.2,0.1
18455,18455,2025,6,134,A23,PA,Major,A232 Stafford Rd,A232 Epsom Rd,531090,164650,51.36579307,-0.11831017,0.2,0.1
18456,18456,2025,6,122,A1200,PA,Major,City Road,Vestry Srreet,532740,182750,51.52806902,-0.08783859,0.3,0.2
18459,18459,2025,6,96,A501,PA,Major,Provost Street,East Road,532700,182650,51.52717977,-0.08845254,0.1,0.1
18460,18460,2025,6,110,A3218,PA,Major,LA Boundary,A3220,525476,178110,51.48802787,-0.19414797,0.3,0.2
18461,18461,2025,6,107,A23,PA,Major,A203,A203,531120,175730,51.46536027,-0.11378487,0.2,0.1
18462,18462,2025,6,107,A214,PA,Major,LA Boundary,Ambleside Ave,529642,171797,51.43035482,-0.13648915,0.3,0.2
18463,18463,2025,6,107,A3204,PA,Major,A202/A203,A3204 Durham St,530634,178060,51.48641173,-0.11991707,0.2,0.1
18465,18465,2025,6,103,A3,PA,Major,A200,A200,532740,180270,51.50578231,-0.08877221,0.1,0.1
18466,18466,2025,6,103,A205,PA,Major,A2199,A2216,534000,173390,51.44365727,-0.07323536,1.8,1.1
18467,18467,2025,6,93,A3211,PA,Major,A100,LA Boundary,533634,180720,51.50961562,-0.07572803,0.3,0.2
18468,18468,2025,6,174,A3211,PA,Major,LA Boundary,A201 Blackfriars Bridge,531350,180820,51.51104949,-0.10858384,0.5,0.3
18470,18470,2025,6,106,A223,PA,Major,A2(T) main route,A220,549912,174306,51.4479036,0.155946,0.2,0.1
18471,18471,2025,6,104,A200,PA,Major,LABoundary,LA Boundary,536631,178056,51.48495961,-0.03359952,1.5,0.9
18472,18472,2025,6,201,A118,PA,Major,A125,A125,551000,189002,51.57965989,0.17788106,0.5,0.3
18473,18473,2025,6,167,A118,PA,Major,A117,A116,542280,185666,51.55194944,0.05077293,0.5,0.3
18474,18474,2010,6,125,A106,PA,Major,A112,A106 Grove Green Rd,538413,186386,51.55938125,-0.0046808,0.4,0.2
18476,18476,2025,6,66,A4,PA,Major,LA Boundary,A3044,504500,177160,51.48375047,-0.49642586,0.6,0.4
18477,18477,2025,9,135,A244,PA,Major,A308,LA Boundary,509412,171000,51.42745462,-0.42761562,1.2,0.7
18478,18478,2025,6,109,A5,PA,Major,B414,A5205,526000,182930,51.53122946,-0.18488306,1.3,0.8
18487,18487,2025,6,111,M4,TM,Major,LA Boundary,A312,510442,178249,51.49240987,-0.4105456,0.1,0.1
18488,18488,2025,6,175,A3004,PA,Major,A316,LA Boundary,516620,174600,51.4583738,-0.32279803,0.9,0.6
18489,18489,2025,6,134,A232,PA,Major,LA Boundary,A23,530915,164855,51.36767568,-0.12074713,0.2,0.1
18490,18490,2025,6,107,A3203,PA,Major,LA Boundary,A3036,530477,178943,51.49438328,-0.12185088,0.1,0.1
18491,18491,2025,9,135,A243,PA,Major,A244,LA Boundary,516415,159000,51.31820533,-0.33085566,1.4,0.9
18492,18492,2025,6,147,A4000,PA,Major,Old Oak Common Lane,LA Boundary,521685,182900,51.53190524,-0.24707004,0.6,0.4
18493,18493,2025,6,177,A2043,PA,Major,A24,LA Boundary,522310,166000,51.37988217,-0.24390244,1.6,1.0
18494,18494,2025,6,146,A304,PA,Major,A3219,LA Boundary,525599,177259,51.48035255,-0.19267958,0.7,0.4
18496,18496,2025,6,146,A4,PA,Major,LA Boundary,A4,522005,178312,51.49060202,-0.24404593,1.3,0.8
18497,18497,2025,6,93,A107,PA,Major,A1208 Hackney Road,LA Boundary,534850,183388,51.53330212,-0.05719544,0.2,0.1
18526,18526,2025,6,168,A13,PA,Major,LA boundary,A123/A1153,545000,183238,51.52944094,0.08897744,2.1,1.3
18527,18527,2025,6,124,A406,PA,Major,M11 western end-spur,M11 eastern end-spur (mid-junction),541260,190000,51.59114957,0.03781185,1.3,0.8
18537,18537,2025,7,78,A411,PA,Major,A4008,A4008,511960,195420,51.64644501,-0.38322122,0.2,0.1
18560,18560,2025,6,105,A2213,PA,Major,A2213 Kidbrooke Park Rd,A2(T),541000,175740,51.4630768,0.02835749,0.2,0.1
18599,18599,2017,6,174,A11,PA,Major,A1211,LA Boundary,533627,181289,51.51473058,-0.07561326,0.2,0.1
18600,18600,2025,6,174,A4,PA,Major,LA Boundary,High Holborn,531270,181300,51.51538171,-0.10955735,0.6,0.4
18604,18604,2025,6,174,A1211,PA,Major,Bishopsgate,A501,533000,181485,51.5166399,-0.08457002,0.5,0.3
18605,18605,2025,6,111,A3063,PA,Major,A314,A315,512881,175000,51.46272629,-0.37646516,1.0,0.6
18611,18611,2025,6,145,A503,PA,Major,Camden Park Rd,A5200,529780,184952,51.54854559,-0.12967332,0.1,0.1
18619,18619,2025,6,134,A213,PA,Major,A215,A213 Sunny Bank,534130,168594,51.40052685,-0.07317958,0.3,0.2
18622,18622,2025,6,178,A308,PA,Major,Wood St,Kingsgate Road Junction,518090,169600,51.41313138,-0.30331573,0.1,0.1
18623,18623,2025,6,178,A307,PA,Major,Wheatfield Way,A307,518388,169314,51.41049883,-0.29912808,0.3,0.2
18627,18627,2002,6,167,A11,PA,Major,A112,LA Boundary,539135,185450,51.55079283,0.00535746,0.2,0.1
18648,18648,2025,6,121,A1055,PA,Major,A1055 Conduit Lane,A110,535410,193000,51.61954333,-0.04542654,3.7,2.3
18663,18663,2025,6,105,A2041,PA,Major,A2016,Crossway roundabout,546170,180540,51.50489642,0.10471473,1.5,0.9
18664,18664,2025,6,109,A3214,PA,Major,Horse Guards Road,Parliament Sq,530000,179686,51.5011703,-0.12844457,0.3,0.2
18686,18686,2025,6,121,A110,PA,Major,A1055   Mollison Ave,A1010  Hertford Road High Street,536000,195970,51.64608962,-0.03575563,1.1,0.7
18727,18727,2025,6,111,A312,PA,Major,M4,A312 North Hyde Rd,510485,178535,51.49497211,-0.40983707,0.9,0.6
18728,18728,2019,6,167,A1020,PA,Major,A117,A13(T),543900,181900,51.51769925,0.07258495,2.0,1.2
18736,18736,2025,6,93,A1206,PA,Major,A1261,A13,538195,180834,51.50954369,-0.01000116,0.6,0.4
18737,18737,2025,6,121,A110,PA,Major,A105    London  Road,Cecil   Road,532690,196560,51.65218247,-0.08334215,0.4,0.2
18738,18738,2025,6,109,A3213,PA,Major,Hobart Place,A3214,528600,178960,51.4949657,-0.14886795,0.4,0.2
19028,19028,2017,6,204,A219,PA,Major,LA Boundary,A238,525540,170471,51.41935984,-0.19593426,4.1,2.5
19029,19029,2017,6,204,A217,PA,Major,A239,A236,527690,168748,51.40339514,-0.16565041,0.6,0.4
19035,19035,2025,6,93,A1261,PA,Major,A1206,A1203,537150,180780,51.50931288,-0.02507095,0.5,0.3
26012,26012,2025,6,111,M4,TM,Major,3,2,514700,178640,51.4950771,-0.34911148,8.4,5.2
26078,26078,2025,6,174,A1,PA,Major,A1211,LA Boundary,532100,182000,51.52147915,-0.09734039,0.7,0.4
26080,26080,2025,6,57,A1,PA,Major,A406,A598 Regent's Park Road,524900,189400,51.58962022,-0.19843589,0.2,0.1
26081,26081,2025,6,57,A1,PA,Major,A5100,A41/A5109,521000,192800,51.62102635,-0.25353361,0.9,0.6
26099,26099,2025,6,103,A3201,PA,Major,A2,A300,532300,179840,51.50202111,-0.09526951,0.3,0.2
26101,26101,2025,6,105,A2,PA,Major,A2211,A2213,540000,176870,51.4734789,0.01441882,2.7,1.7
26102,26102,2025,6,106,A2,PA,Major,LA Boundary,A221,545080,175090,51.45620575,0.08678303,2.6,1.6
26114,26114,2025,6,109,A4,PA,Major,St James St,Regent Street/ Picc Circus,529395,180534,51.50892987,-0.13684504,0.5,0.3
26115,26115,2025,6,110,A4,PA,Major,A308,A315/A3216,527500,179400,51.4991689,-0.16454613,0.9,0.6
26116,26116,2025,6,111,A4,PA,Major,M4,A316,520000,178000,51.48822638,-0.27301756,1.9,1.2
26117,26117,2025,6,111,A4,PA,Major,A3006,A3063,512000,176440,51.47584416,-0.38868586,1.5,0.9
26118,26118,2025,6,66,A4,PA,Major,A3044,A3044,505000,177150,51.48356807,-0.48923069,1.2,0.7
26145,26145,2015,6,57,A5,PA,Major,A504,LA Boundary,522280,187700,51.57491631,-0.2368276,0.8,0.5
26146,26146,2025,6,109,A5,PA,Major,Praed St,A501/A4209,527180,181580,51.51883269,-0.16836775,0.2,0.1
26180,26180,2025,6,121,A10,PA,Major,A406(T),A110,533960,195000,51.63786293,-0.06559311,4.4,2.7
26181,26181,2020,6,165,A10,PA,Major,A503/A504,A1055,533740,189400,51.58759219,-0.07090583,0.6,0.4
26182,26182,2025,6,122,A10,PA,Major,A1209,A1208/A5201,533450,182500,51.52565506,-0.07770415,0.4,0.2
26184,26184,2025,6,103,A3,PA,Major,A2,A3200,532550,180000,51.50340047,-0.09160966,0.5,0.3
26185,26185,2025,6,103,A3,PA,Major,A3204,A215,531830,178700,51.49188596,-0.10246278,0.3,0.2
26187,26187,2025,6,108,A3,PA,Major,A3036,A214,526300,174780,51.45791751,-0.18347464,0.2,0.1
26189,26189,2025,6,178,A3,PA,Major,A238 spur,A308,521260,172000,51.4340324,-0.25693328,2.3,1.4
26190,26190,2025,9,135,A3,TA,Major,A245,A244,510100,160970,51.33716798,-0.42082798,4.9,3.0
26199,26199,2025,6,124,A104,PA,Major,A11 roundabout,A1009 Chingford Lane,539940,191700,51.60675441,0.01944699,0.3,0.2
26200,26200,2025,6,124,A1199,PA,Major,A12 roundabout,A113,539870,188000,51.57352493,0.01696453,0.3,0.2
26201,26201,2016,6,167,A11,PA,Major,A12,A115,538150,183345,51.53211917,-0.00966512,1.0,0.6
26211,26211,2025,6,201,A12,PA,Major,A125,A118/A127,550830,190000,51.58867239,0.17585807,3.2,2.0
26212,26212,2025,6,124,A12,PA,Major,LA Boundary,A1008,540260,188000,51.57342803,0.02258835,0.7,0.4
26217,26217,2025,6,93,A13,PA,Major,A1263,Aspen Way tunnel,538970,181320,51.51372109,0.00135075,0.2,0.1
26246,26246,2025,6,105,A20,PA,Major,A205,A2213,541064,174435,51.45133417,0.02875833,0.4,0.2
26270,26270,2025,6,107,A23,PA,Major,A214/A216,A205,530160,172050,51.43250986,-0.12894919,1.9,1.2
26271,26271,2025,6,134,A23,PA,Major,A232,A23,531100,165000,51.36893617,-0.11803769,2.1,1.3
26272,26272,2025,9,135,A23,TA,Major,M23,LA Boundary,528723,155915,51.28783087,-0.15544423,2.2,1.4
26278,26278,2025,6,204,A24,PA,Major,A24 Priory Rd,LA Boundary,526979,170709,51.42117877,-0.17516512,0.8,0.5
26279,26279,2025,6,204,A24,PA,Major,LA Boundary,A239 Central Rd,525000,167270,51.39071076,-0.20482305,0.7,0.4
26280,26280,2004,9,135,A24,PA,Major,B2033,B2122,517850,155530,51.28672138,-0.31141827,1.5,0.9
26290,26290,2025,9,80,A25,PA,Major,A224 London Road,A225,552000,156400,51.28645811,0.17832206,1.7,1.1
26429,26429,2025,6,109,A501,PA,Major,Old Marylebone Rd,A41 Gloucester Place,527600,181860,51.52125442,-0.16221634,0.4,0.2
26430,26430,2025,6,174,A40,PA,Major,LA Boundary,Holborn Circus,531300,181580,51.51789104,-0.109021,0.3,0.2
26432,26432,2025,6,109,A402,PA,Major,Westbourne Street,Marble Arch,527000,180830,51.51213285,-0.17123077,1.1,0.7
26433,26433,2025,6,146,A4020,PA,Major,A219,A3220 Holland Road roundabout,523600,179900,51.50452792,-0.22052742,0.6,0.4
26434,26434,2024,6,147,A40,PA,Major,A4127,A406(T),515384,183039,51.53447535,-0.33782326,3.9,2.4
26435,26435,2025,9,83,A40,PA,Major,A412,M40 jn1/A412,504000,186300,51.5659969,-0.50092708,1.2,0.7
26461,26461,2025,7,78,A41,PA,Major,Woodmere Ave,A412,512000,198900,51.67771447,-0.38152871,1.4,0.9
26463,26463,2025,6,57,A41,PA,Major,A406,A504,523000,188400,51.58105098,-0.22619799,1.4,0.9
26464,26464,2025,6,109,A41,PA,Major,Gloucester Place,Marylebone Rd,527910,182000,51.52244255,-0.15769979,0.5,0.3
26465,26465,2025,6,109,A4380,PA,Major,A40,A5204,528030,181100,51.51432712,-0.1562979,0.2,0.1
26641,26641,2025,6,103,A100,PA,Major,A2198,Druid St,533400,179400,51.49780868,-0.07959698,0.4,0.2
26643,26643,2019,6,105,A102,PA,Major,Dreadnought Street,LA Boundary,539200,179300,51.49551228,0.0038657,1.4,0.9
26645,26645,2025,6,125,A104,PA,Major,A503,A406,539350,190330,51.59459011,0.01038904,0.4,0.2
26646,26646,2025,6,122,A104,PA,Major,A107 Lower Clapton Rd,LA Boundary,535000,186220,51.55871544,-0.05394928,0.8,0.5
26647,26647,2025,6,96,A104,PA,Major,A1199,LA Boundary,533000,184820,51.54660962,-0.08331106,0.7,0.4
26648,26648,2025,6,121,A105,PA,Major,A111,A110 Cecil Rd/Sydney Road roundabout,532940,195000,51.63810474,-0.08032346,4.3,2.7
26649,26649,2025,6,165,A105,PA,Major,A504,A1080,531516,189616,51.59005677,-0.10290787,0.2,0.1
26651,26651,2025,6,122,A107,PA,Major,A107 Mare St,A102,535050,185300,51.55043605,-0.05358107,0.3,0.2
26653,26653,2025,6,121,A109,PA,Major,A1003,A406(T),529100,191950,51.61158989,-0.13690522,0.8,0.5
26654,26654,2025,6,165,A10,PA,Major,A109,A109,533400,190600,51.59845626,-0.07535491,0.1,0.1
26656,26656,2025,6,57,A110,PA,Major,LA Boundary,A1000,528000,195670,51.64527099,-0.15142325,3.1,1.9
26658,26658,2025,6,125,A112,PA,Major,A503,A406,537400,190000,51.59210371,-0.01787305,1.5,0.9
26659,26659,2025,6,167,A112,PA,Major,Major Rd,A11,538700,185000,51.54685624,-0.00108949,0.7,0.4
26660,26660,2025,6,167,A112,PA,Major,A13,Victoria Dock Rd,541080,181500,51.51481561,0.03180966,0.8,0.5
26662,26662,2025,7,123,A113,PA,Major,A123,Vicarage Lane,544000,193600,51.62280447,0.07881531,0.8,0.5
26664,26664,2021,6,167,A118,PA,Major,A11,A114,540000,184830,51.54500767,0.01757821,1.5,0.9
26665,26665,2025,6,201,A118,PA,Major,LA Boundary,A125,550000,188400,51.57451739,0.16320315,2.1,1.3
26670,26670,2025,6,124,A123,PA,Major,A12/A1400,LA Boundary,544340,190000,51.59036977,0.08224271,3.8,2.4
26671,26671,2025,6,201,A124,PA,Major,LA boundary,A125,550000,187150,51.56328606,0.1626703,1.9,1.2
26672,26672,2025,6,167,A124,PA,Major,A112,A117,542000,183400,51.53165821,0.04582401,1.8,1.1
26673,26673,2025,6,201,A125,PA,Major,A1112,A124 roundabout,552000,185000,51.54343337,0.19057414,4.1,2.5
26676,26676,2024,7,123,A127,PA,Major,LA Boundary,A128,559997,188727,51.57470912,0.30749244,5.4,3.4
26677,26677,2025,7,123,A128,PA,Major,Orchard Lane,A113,556500,200200,51.67876829,0.26219287,7.7,4.8
26773,26773,2025,6,103,A200,PA,Major,A2208,LA Boundary,535920,178710,51.49100803,-0.04358134,0.3,0.2
26775,26775,2025,6,174,A201,PA,Major,St Bride St,LA Boundary,531600,181400,51.5162037,-0.10476694,0.4,0.2
26776,26776,2025,6,104,A202,PA,Major,A2214 Lausanne Rd,A202 Kender St,535400,176700,51.47306986,-0.05183716,0.1,0.1
26777,26777,2025,6,107,A202,PA,Major,Durham St,Camberwell Rd,531000,177660,51.48273246,-0.11479694,0.6,0.4
26779,26779,2025,6,104,A205,PA,Major,A2216,Catford Rd,536000,173300,51.44237192,-0.04450983,2.1,1.3
26781,26781,2025,6,175,A205,PA,Major,A307,A316,519790,176000,51.47029532,-0.27671804,1.8,1.1
26782,26782,2025,9,80,A2026,PA,Major,A206,A226,553600,175000,51.4531524,0.2092783,1.5,0.9
26783,26783,2025,6,106,A206,PA,Major,A2041,A2016,550000,178460,51.48520474,0.15897408,4.1,2.5
26784,26784,2025,6,105,A206,PA,Major,A2211/A200,A2203,539000,178000,51.48387948,0.00047462,1.4,0.9
26785,26785,2025,6,106,A207,PA,Major,A207 Roman Way,LA Boundary,552000,174550,51.4495399,0.18607514,0.7,0.4
26787,26787,2025,6,176,A208,PA,Major,A222,LA Boundary,543985,170651,51.4165975,0.06922894,2.2,1.4
26788,26788,2025,6,104,A212,PA,Major,A213,A2218,536000,171450,51.42574689,-0.04521944,1.2,0.7
26789,26789,2025,6,134,A212,PA,Major,A213,A215,532759,168000,51.39551142,-0.0930988,2.8,1.7
26790,26790,2025,6,134,A212,PA,Major,A2022,A2039,534572,164398,51.36271453,-0.06841704,4.0,2.5
26792,26792,2025,6,134,A213,PA,Major,A213 Sunny Bank,LA Boundary,534400,168920,51.40339241,-0.06917701,0.4,0.2
26794,26794,2022,6,108,A214,PA,Major,A3205,A3036,526230,175140,51.46116851,-0.18435332,0.6,0.4
26795,26795,2025,6,103,A215,PA,Major,A2214,A2214,532030,174350,51.45274704,-0.10120707,0.1,0.1
26796,26796,2025,6,134,A215,PA,Major,A222,A213,534500,168050,51.39555056,-0.06806983,1.7,1.1
26797,26797,2025,6,204,A216,PA,Major,A217,LA Boundary,528420,170000,51.41448257,-0.15470836,1.4,0.9
26798,26798,2022,6,108,A217,PA,Major,A3 Wandsworth High St,A217 Armoury Way,525700,174800,51.4582306,-0.19209923,0.3,0.2
26800,26800,2025,9,135,A217,PA,Major,B2221,A2022,524800,160000,51.32541663,-0.21024365,1.8,1.1
26802,26802,2025,6,204,A218,PA,Major,A238,LA Boundary,525580,172000,51.43309266,-0.19481803,3.0,1.9
26803,26803,2025,6,146,A219,PA,Major,A3218,A304,524000,176800,51.47657977,-0.21585523,1.5,0.9
26805,26805,2025,6,106,A221,PA,Major,A221 Danson Underpass roundabout,A207,547585,175001,51.45475913,0.12277439,1.1,0.7
26806,26806,2025,6,106,A222,PA,Major,A211,A221,546180,172000,51.42815762,0.10132849,2.4,1.5
26808,26808,2025,6,134,A222,PA,Major,A215,A215,534840,166900,51.38513537,-0.06362187,0.3,0.2
26809,26809,2025,6,106,A223,PA,Major,A2018,A222,549750,173400,51.43980585,0.15323333,0.4,0.2
26814,26814,2004,9,80,A226,PA,Major,A206,A2260,560000,174970,51.45111058,0.30129756,5.8,3.6
26822,26822,2025,6,176,A232,PA,Major,A21,A223,545000,165800,51.37275027,0.08183613,3.5,2.2
26824,26824,2025,6,134,A232,PA,Major,A236,A212,532393,165234,51.37073944,-0.09938668,0.6,0.4
26826,26826,2025,6,204,A24,PA,Major,A236,A238,526770,170000,51.41485347,-0.17842268,0.4,0.2
26828,26828,2025,6,177,A237,PA,Major,A232,LA Boundary,528640,165000,51.36949782,-0.15335715,2.6,1.6
26830,26830,2025,6,204,A239,PA,Major,A297,A217,527000,168200,51.39862503,-0.17576084,1.2,0.7
26831,26831,2025,6,178,A243,PA,Major,LA Boundary,B280,516670,160000,51.32714091,-0.32687112,1.7,1.1
26832,26832,2017,6,111,A244,PA,Major,LA Boundary,A312,509969,172298,51.43901338,-0.41920456,3.1,1.9
26833,26833,2021,9,135,A244,PA,Major,B365 Ashley Road roundabout,A3050,510000,166217,51.38434916,-0.42064379,0.7,0.4
26886,26886,2024,9,80,A296,PA,Major,B2500 roundabout,B2174 St James Lane,557000,173400,51.43784398,0.25746341,0.7,0.4
26887,26887,2025,6,204,A297,PA,Major,LA Boundary,A239,526240,168000,51.39699712,-0.18675115,1.5,0.9
26889,26889,2025,6,107,A301,PA,Major,A3200,LA Boundary,531160,180000,51.50372442,-0.11162508,0.9,0.6
26899,26899,2019,6,175,A306,PA,Major,A3003,LA Boundary,522900,178000,51.48760439,-0.23126956,1.6,1.0
26900,26900,2025,6,175,A307,PA,Major,A305,A316,517980,175000,51.46168738,-0.30309837,0.5,0.3
26902,26902,2025,6,146,A308,PA,Major,A217,LA Boundary,525975,177160,51.4793793,-0.18730305,0.6,0.4
26903,26903,2025,6,178,A308,PA,Major,A307,A2043,518700,169330,51.41057744,-0.29463864,0.3,0.2
26905,26905,2025,9,135,A308,PA,Major,B376,High St,503720,171400,51.43211885,-0.50934191,0.5,0.3
26909,26909,2025,6,175,A309,PA,Major,LA Boundary,A308,515400,168500,51.40379796,-0.34233645,0.2,0.1
26911,26911,2025,6,175,A310,PA,Major,A309,A305,516130,173000,51.44409413,-0.33037278,0.7,0.4
26912,26912,2025,6,175,A311,PA,Major,A313,A305,515000,172550,51.44028012,-0.34677144,2.1,1.3
26913,26913,2025,6,147,A312,PA,Major,A4090,A4090,513700,185385,51.55590197,-0.36133541,0.3,0.2
26914,26914,2025,6,111,A312,PA,Major,A4,M4 J3,510642,177347,51.48426343,-0.40794814,1.9,1.2
26915,26915,2025,6,111,A312,PA,Major,A316,A314,512465,172292,51.43847004,-0.38331062,1.0,0.6
26917,26917,2025,6,146,A315,PA,Major,A315 Studland St,A219/A306,523018,178564,51.49264764,-0.2293744,0.8,0.5
26918,26918,2025,6,111,A3000,PA,Major,A205,A315,520000,178260,51.49056315,-0.27292923,1.6,1.0
26919,26919,2025,6,111,A315,PA,Major,B363,A310,516000,176600,51.47647678,-0.33106274,1.2,0.7
26920,26920,2025,6,111,A315,PA,Major,A312,A244,510800,174440,51.45810379,-0.40658376,0.5,0.3
26921,26921,2019,6,111,A316,PA,Major,LA Boundary,A314,510970,170950,51.42670288,-0.40523049,1.6,1.0
26923,26923,2025,9,135,A318,PA,Major,A245,A317,504970,165000,51.37436154,-0.49325941,5.0,3.1
27075,27075,2025,6,145,A400,PA,Major,A502/A503,A502,528930,184000,51.54018469,-0.14227389,0.4,0.2
27080,27080,2025,7,78,A404,PA,Major,M25,A412,505000,195870,51.65182999,-0.48364149,2.6,1.6
27081,27081,2025,6,185,A404,PA,Major,A4090,A4005,514000,188480,51.58365907,-0.35600641,1.5,0.9
27085,27085,2025,7,78,M25,TM,Major,18,19,505043,198095,51.67182111,-0.48235221,4.2,2.6
27087,27087,2015,6,57,A406,PA,Major,M1 roundabout,A41,523380,187700,51.57467692,-0.22096267,0.9,0.6
27088,27088,2024,6,57,A406,PA,Major,A406 spur,LA Boundary,527550,191270,51.60583196,-0.15952486,2.6,1.6
27089,27089,2025,6,121,A406,PA,Major,A1055,LA Boundary,535530,192130,51.61169643,-0.04403032,1.4,0.9
27092,27092,2025,6,66,A4020,PA,Major,B467 Harefield Rd,A4007/Hillingdon Road roundabout,505300,184100,51.54598159,-0.48283639,0.5,0.3
27093,27093,2025,6,185,A409,PA,Major,A410,A4140,514980,192000,51.61509749,-0.3407148,2.5,1.6
27094,27094,2025,6,185,A410,PA,Major,A4140,A4140,517100,192320,51.61753668,-0.31000226,0.2,0.1
27095,27095,2025,7,78,A411,PA,Major,A409,A41(T),515705,194990,51.64182242,-0.32926063,0.6,0.4
27096,27096,2025,7,78,A412,PA,Major,A404 Riverside Drive,A404 Chorleywoood Rd,505600,194600,51.64030264,-0.47535501,0.7,0.4
27236,27236,2025,6,109,A501,PA,Major,Baker St,Park Crescent (mid-junction),528000,182004,51.52245813,-0.1564018,0.8,0.5
27237,27237,2025,6,57,A502,PA,Major,A406,A504,523400,189000,51.58635587,-0.22021726,1.2,0.7
27238,27238,2025,6,125,A503,PA,Major,A1006,A112,536000,189440,51.58741099,-0.03828803,1.7,1.1
