id,count_point_id,year,region_id,local_authority_id,road_name,road_category,road_type,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,link_length_km,link_length_miles,estimation_method,estimation_method_detailed,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles
466991,800303,2022,6,93,B142,MB,Minor,,,537241,183253,51.53151371,-0.02279766,,,Counted,Manual count,590,269,2098,300,393,80,7,1,0,0,0,88,3147
467989,800674,2022,6,121,C,MCU,Minor,,,532537,198712,51.67155673,-0.08473731,,,Counted,Manual count,60,91,7225,50,1348,191,9,26,4,0,6,235,8949
468267,800751,2022,7,78,C,MCU,Minor,,,508996,200764,51.69505875,-0.42437734,,,Counted,Manual count,27,27,3487,10,547,20,0,1,0,0,0,21,4093
468293,800760,2022,6,66,C,MCU,Minor,,,504351,190800,51.60637975,-0.49452854,,,Counted,Manual count,61,45,4096,67,727,60,6,2,2,1,0,71,5006
468339,800779,2022,9,80,C,MCU,Minor,,,551961,158234,51.30294749,0.17854335,,,Counted,Manual count,19,3,346,0,81,0,2,3,0,0,0,4,434
469596,801149,2022,9,135,C,MCU,Minor,,,515099,158053,51.30996092,-0.35003685,,,Counted,Manual count,76,45,4725,13,901,66,16,17,1,10,25,134,5818
469996,801255,2022,6,134,C,MCU,Minor,,,531706,162513,51.34644577,-0.11025673,,,Counted,Manual count,18,47,3259,3,405,30,10,0,0,0,0,41,3754
470140,801284,2022,6,105,C,MCU,Minor,,,543162,177909,51.48202445,0.06033735,,,Counted,Manual count,160,313,11933,612,1378,156,5,6,1,0,0,168,14404
470178,801296,2022,6,111,C,MCU,Minor,,,512457,177048,51.48121833,-0.38191495,,,Counted,Manual count,154,266,8282,453,885,89,14,0,3,3,6,115,10000
470472,801360,2022,9,135,C,MCU,Minor,,,506234,171715,51.43448471,-0.47309605,,,Estimated,Estimated using AADF from previous year on this link,90,91,5680,77,704,22,2,0,5,0,1,30,6583
470597,801396,2022,6,106,U,MCU,Minor,,,547067,171667,51.42493609,0.11393983,,,Counted,Manual count,25,104,4657,0,724,12,0,0,0,0,0,12,5496
471630,801898,2022,7,123,U,MCU,Minor,,,540349,197039,51.65462784,0.02748769,,,Counted,Manual count,77,6,469,4,104,3,0,1,0,0,0,4,587
471938,802005,2022,7,78,U,MCU,Minor,,,522355,200854,51.69311572,-0.23115474,,,Counted,Manual count,27,9,1284,28,321,18,6,11,3,1,0,39,1680
472038,802046,2022,9,80,U,MCU,Minor,,,557401,163414,51.34801167,0.25880264,,,Counted,Manual count,4,5,394,0,77,1,4,0,0,0,0,5,480
474784,802914,2022,6,168,U,MCU,Minor,,,545075,184260,51.53860487,0.09047846,,,Counted,Manual count,95,30,1089,0,94,3,0,0,0,0,0,3,1216
474796,802917,2022,6,168,U,MCU,Minor,,,547125,184014,51.53586415,0.11991339,,,Counted,Manual count,19,26,502,6,45,8,0,0,0,1,0,9,588
474808,802920,2022,6,57,U,MCU,Minor,,,526107,188148,51.57809975,-0.18147186,,,Counted,Manual count,72,16,777,83,119,16,3,0,0,0,0,19,1015
474822,802924,2022,6,57,U,MCU,Minor,,,522453,191113,51.60555197,-0.23314301,,,Counted,Manual count,67,273,8470,41,1037,102,17,3,3,0,1,126,9947
474834,802927,2022,6,57,U,MCU,Minor,,,528784,193772,51.62803566,-0.14079651,,,Counted,Manual count,44,294,12579,225,2101,169,23,21,2,1,0,216,15416
474922,802948,2022,6,106,U,MCU,Minor,,,549131,179423,51.49408715,0.14687502,,,Counted,Manual count,75,70,6523,380,1074,245,43,17,2,30,83,420,8468
474938,802953,2022,6,106,U,MCU,Minor,,,552586,177088,51.47218607,0.19559612,,,Counted,Manual count,40,25,1037,0,96,16,0,0,0,0,0,16,1175
474946,802954,2022,6,106,U,MCU,Minor,,,550349,176744,51.46969363,0.16326627,,,Counted,Manual count,23,47,2917,1,494,39,0,3,1,0,0,44,3504
474954,802955,2022,6,106,U,MCU,Minor,,,546628,172311,51.43083651,0.10789661,,,Counted,Manual count,38,39,3555,1,391,27,1,0,0,0,0,28,4014
474962,802956,2022,6,106,U,MCU,Minor,,,550560,179467,51.49410423,0.16746255,,,Estimated,Estimated using AADF from previous year on this link,45,59,1947,0,331,289,12,54,6,49,84,495,2832
475450,803060,2022,6,118,C,MCU,Minor,,,521876,186494,51.56416482,-0.24307295,,,Counted,Manual count,77,794,5832,670,1128,73,5,2,0,0,0,80,8504
475460,803062,2022,6,118,U,MCU,Minor,,,518963,182679,51.53049820,-0.28636866,,,Counted,Manual count,277,75,578,178,80,25,0,0,0,0,0,25,937
475472,803065,2022,6,118,C,MCU,Minor,,,523438,183514,51.53704339,-0.22159477,,,Counted,Manual count,363,907,7128,785,1628,177,10,4,3,0,0,194,10642
475514,803075,2022,6,176,U,MCU,Minor,,,545741,169529,51.40606722,0.09400281,,,Counted,Manual count,29,94,6559,113,1099,80,3,5,4,0,0,92,7957
475522,803076,2022,6,176,U,MCU,Minor,,,545889,164375,51.35971846,0.09401534,,,Estimated,Estimated using AADF from previous year on this link,21,11,1809,12,213,19,1,1,0,0,0,21,2066
475530,803077,2022,6,176,U,MCU,Minor,,,536751,170033,51.41283260,-0.03497028,,,Counted,Manual count,178,164,8800,96,1177,84,5,2,1,0,0,92,10329
475550,803084,2022,6,176,U,MCU,Minor,,,546581,167628,51.38876971,0.10528721,,,Counted,Manual count,13,17,622,0,97,11,0,1,0,0,1,13,748
475560,803086,2022,6,176,U,MCU,Minor,,,540105,170124,51.41283259,0.01326232,,,Counted,Manual count,19,41,490,0,83,5,0,0,0,0,0,5,619
475753,803132,2022,6,145,U,MCU,Minor,,,529013,184399,51.54375152,-0.14093156,,,Counted,Manual count,237,242,1034,6,332,58,2,6,0,0,0,67,1681
476181,803230,2022,6,134,U,MCU,Minor,,,530251,161098,51.33406362,-0.13165371,,,Counted,Manual count,13,43,4478,67,545,38,2,1,1,0,0,41,5176
476189,803231,2022,6,134,U,MCU,Minor,,,539008,162237,51.34222940,-0.00558234,,,Counted,Manual count,12,124,6294,426,1479,141,6,11,6,7,11,182,8504
476197,803232,2022,6,134,U,MCU,Minor,,,535781,162584,51.34612562,-0.05175404,,,Counted,Manual count,3,10,1324,0,160,8,0,2,0,0,0,10,1504
476211,803236,2022,6,134,U,MCU,Minor,,,530794,160522,51.32876264,-0.12407477,,,Counted,Manual count,43,94,3523,0,397,50,3,4,0,0,0,57,4071
476223,803239,2022,6,134,U,MCU,Minor,,,531442,160253,51.32619606,-0.11487842,,,Counted,Manual count,33,64,3649,0,347,44,10,6,0,0,2,63,4123
476677,803341,2022,6,147,U,MCU,Minor,,,519118,180670,51.51240954,-0.28481400,,,Counted,Manual count,250,203,3486,14,593,71,6,25,0,0,1,103,4399
476687,803343,2022,6,147,U,MCU,Minor,,,512887,183732,51.54120815,-0.37358719,,,Counted,Manual count,36,207,5975,20,1093,140,11,30,2,3,14,200,7495
476699,803346,2022,6,147,U,MCU,Minor,,,521597,180787,51.51293371,-0.24906709,,,Counted,Manual count,125,691,6420,194,1478,285,12,19,2,7,8,333,9116
476707,803347,2022,6,147,U,MCU,Minor,,,516833,183383,51.53726950,-0.31682756,,,Counted,Manual count,163,375,6803,64,1322,223,17,23,1,9,10,284,8849
476835,803374,2022,6,121,U,MCU,Minor,,,535904,195584,51.64264420,-0.03729222,,,Estimated,Estimated using AADF from previous year on this link,174,155,5186,194,893,145,16,18,5,7,14,206,6634
476843,803375,2022,6,121,U,MCU,Minor,,,530121,193670,51.62681170,-0.12152969,,,Counted,Manual count,16,5,397,0,66,9,0,0,0,0,0,9,476
476855,803378,2022,6,121,U,MCU,Minor,,,534268,192491,51.61524287,-0.06210713,,,Counted,Manual count,31,128,1481,8,208,25,1,0,0,0,0,26,1851
476863,803379,2022,6,121,U,MCU,Minor,,,530944,196328,51.65050665,-0.10865250,,,Counted,Manual count,41,118,6073,134,624,57,7,4,1,2,1,72,7020
476955,803406,2022,7,123,U,MCU,Minor,,,543929,197454,51.65745290,0.07937402,,,Counted,Manual count,23,22,2853,82,298,10,0,2,0,0,0,11,3267
477081,803442,2022,6,105,U,MCU,Minor,,,542643,176503,51.46952154,0.05230085,,,Estimated,Estimated using AADF from previous year on this link,61,37,2324,0,227,14,0,0,0,0,0,14,2602
477089,803443,2022,6,105,U,MCU,Minor,,,545273,177481,51.47764084,0.09054110,,,Counted,Manual count,16,5,463,0,64,5,0,0,0,0,0,5,537
477101,803447,2022,6,122,C,MCU,Minor,,,534470,186172,51.55841067,-0.06160843,,,Estimated,Estimated using AADF from previous year on this link,328,398,5878,169,1576,180,17,0,0,0,1,198,8219
477109,803448,2022,6,122,U,MCU,Minor,,,532533,187597,51.57167499,-0.08899698,,,Counted,Manual count,132,117,585,0,190,56,4,2,0,0,1,63,956
477155,803459,2022,6,146,U,MCU,Minor,,,522750,180888,51.51359247,-0.23242443,,,Estimated,Estimated using AADF from previous year on this link,62,56,417,0,94,9,1,0,0,0,0,10,578
477409,803509,2022,6,165,C,MCU,Minor,,,529667,188489,51.58035736,-0.12999861,,,Counted,Manual count,92,237,4061,169,722,90,19,2,5,0,0,117,5305
477421,803512,2022,6,185,U,MCU,Minor,,,518803,190022,51.59652671,-0.28619399,,,Counted,Manual count,14,108,4387,261,664,70,11,0,3,0,0,85,5505
477429,803513,2022,6,185,U,MCU,Minor,,,516695,193084,51.62448738,-0.31559501,,,Counted,Manual count,35,69,4881,0,326,14,0,4,0,0,0,18,5293
477437,803514,2022,6,185,U,MCU,Minor,,,513983,187458,51.57447677,-0.35658323,,,Counted,Manual count,56,402,9071,28,850,89,3,2,2,0,0,97,10449
477471,803522,2022,6,201,U,MCU,Minor,,,556120,186186,51.55296539,0.25046395,,,Counted,Manual count,25,8,1246,0,146,18,3,2,0,0,0,23,1423
477487,803527,2022,6,201,C,MCU,Minor,,,553967,187688,51.56705156,0.22009105,,,Counted,Manual count,55,232,10509,560,1407,104,15,9,3,1,0,132,12840
477497,803529,2022,6,201,U,MCU,Minor,,,549214,191377,51.60147445,0.15313408,,,Counted,Manual count,23,77,4203,171,671,60,6,0,4,0,0,70,5192
477505,803530,2022,6,201,C,MCU,Minor,,,553302,190234,51.59010788,0.21161382,,,Counted,Manual count,86,131,9925,195,1829,111,13,7,4,0,1,136,12216
477521,803535,2022,7,78,U,MCU,Minor,,,510311,200755,51.69472094,-0.40536133,,,Counted,Manual count,38,69,3064,76,436,38,0,1,0,0,0,39,3685
477529,803536,2022,7,78,U,MCU,Minor,,,524037,201067,51.69466108,-0.20675663,,,Counted,Manual count,16,13,1563,19,193,4,5,2,0,0,0,11,1799
477563,803544,2022,7,78,U,MCU,Minor,,,512754,196050,51.65194878,-0.37154716,,,Counted,Manual count,128,163,8324,59,946,32,4,5,0,0,2,43,9535
477665,803563,2022,6,66,U,MCU,Minor,,,507137,183669,51.54176197,-0.45648662,,,Counted,Manual count,26,33,1868,0,147,18,0,1,2,0,0,21,2069
477677,803566,2022,6,66,U,MCU,Minor,,,506899,182344,51.52989756,-0.46031970,,,Counted,Manual count,28,44,3204,11,247,24,1,0,1,0,0,26,3531
477685,803567,2022,6,66,U,MCU,Minor,,,509799,189529,51.59392127,-0.41628734,,,Counted,Manual count,21,38,1552,0,221,10,3,0,0,0,0,13,1823
477703,803573,2022,6,111,U,MCU,Minor,,,513633,175807,51.46982922,-0.36538576,,,Counted,Manual count,106,274,4308,22,389,58,8,5,2,2,7,83,5076
477717,803577,2022,6,111,U,MCU,Minor,,,514323,175096,51.46329994,-0.35568575,,,Counted,Manual count,281,132,2405,183,245,21,4,2,0,0,0,27,2994
477725,803578,2022,6,111,U,MCU,Minor,,,511157,172885,51.44405776,-0.40193527,,,Counted,Manual count,273,265,9228,35,1484,202,20,29,5,21,13,290,11301
477753,803583,2022,6,96,U,MCU,Minor,,,531759,186413,51.56121644,-0.10060176,,,Estimated,Estimated using AADF from previous year on this link,346,8,48,5,8,8,2,0,0,0,0,10,79
477846,803609,2022,9,80,U,MCU,Minor,,,550754,171908,51.42613371,0.16703311,,,Counted,Manual count,27,22,2911,55,345,3,13,2,0,0,0,18,3351
477920,803630,2022,6,178,U,MCU,Minor,,,520334,167009,51.38937269,-0.27194073,,,Counted,Manual count,125,87,3484,0,477,51,1,8,0,0,0,59,4108
477930,803632,2022,6,178,U,MCU,Minor,,,520141,165944,51.37984155,-0.27507282,,,Counted,Manual count,25,1,809,0,81,22,0,0,0,0,0,22,913
478058,803660,2022,6,107,U,MCU,Minor,,,532187,172293,51.43422456,-0.09971633,,,Counted,Manual count,277,108,1999,167,270,38,11,0,0,0,0,49,2593
478072,803664,2022,6,107,C,MCU,Minor,,,531771,176319,51.47050236,-0.10419933,,,Counted,Manual count,450,247,1734,9,512,58,4,2,0,0,0,64,2566
478592,803780,2022,6,104,C,MCU,Minor,,,539191,171517,51.42557532,0.00067490,,,Counted,Manual count,116,351,7838,529,1266,101,9,24,4,2,5,144,10128
478600,803781,2022,6,104,U,MCU,Minor,,,539072,170523,51.41667213,-0.00142526,,,Counted,Manual count,60,140,1921,1,307,25,0,0,0,0,0,25,2394
478610,803783,2022,6,104,U,MCU,Minor,,,538408,176635,51.47175829,-0.00858028,,,Counted,Manual count,59,3,121,0,41,12,0,0,0,0,0,12,177
478907,803855,2022,6,204,U,MCU,Minor,,,526552,167668,51.39394392,-0.18238693,,,Counted,Manual count,134,130,2937,0,462,21,0,0,0,0,0,21,3550
478915,803856,2022,6,204,U,MCU,Minor,,,524778,171010,51.42437206,-0.20669766,,,Counted,Manual count,167,176,3041,0,556,59,6,0,0,0,0,65,3839
479046,803888,2022,6,167,U,MCU,Minor,,,540287,180905,51.50966631,0.02015242,,,Estimated,Estimated using AADF from previous year on this link,60,142,1901,464,322,52,7,6,3,1,0,69,2897
479056,803890,2022,6,167,U,MCU,Minor,,,538832,184831,51.54530516,0.00074626,,,Counted,Manual count,261,91,890,0,145,15,5,0,0,0,0,20,1147
479873,804067,2022,6,124,U,MCU,Minor,,,544271,190213,51.59230136,0.08133488,,,Counted,Manual count,23,16,778,1,55,2,0,0,0,0,0,2,852
479887,804071,2022,6,124,U,MCU,Minor,,,545268,186317,51.55703816,0.09410759,,,Counted,Manual count,61,228,7467,217,827,99,13,4,1,0,0,117,8856
479919,804081,2022,6,175,U,MCU,Minor,,,516110,171867,51.43391520,-0.33103193,,,Counted,Manual count,174,59,1763,8,199,22,3,5,0,0,0,30,2059
481095,804346,2022,9,135,U,MCU,Minor,,,513087,167634,51.39647944,-0.37585061,,,Counted,Manual count,157,51,2574,8,562,11,3,3,0,1,1,18,3214
481109,804350,2022,9,135,U,MCU,Minor,,,511535,169405,51.41270509,-0.39759321,,,Counted,Manual count,56,3,151,0,40,0,1,0,0,0,0,1,194
481117,804351,2022,9,135,U,MCU,Minor,,,520734,160080,51.32701279,-0.26854290,,,Counted,Manual count,54,56,6835,25,831,25,2,1,0,0,0,27,7775
481159,804360,2022,9,135,U,MCU,Minor,,,542098,157872,51.30224053,0.03701258,,,Counted,Manual count,7,43,2373,54,453,16,0,0,0,0,0,16,2939
481191,804374,2022,6,177,U,MCU,Minor,,,526465,162396,51.34658261,-0.18551067,,,Counted,Manual count,39,109,6170,130,949,70,1,10,1,0,0,83,7441
481203,804377,2022,6,177,U,MCU,Minor,,,527002,166537,51.38367906,-0.17632645,,,Estimated,Estimated using AADF from previous year on this link,15,11,178,0,28,7,0,0,0,0,0,7,224
481211,804378,2022,6,177,U,MCU,Minor,,,525130,163331,51.35528122,-0.20434072,,,Counted,Manual count,67,169,3948,80,367,13,2,0,0,0,0,15,4578
481400,804417,2022,6,93,U,MCU,Minor,,,538095,182724,51.52655224,-0.01070085,,,Counted,Manual count,72,126,2686,173,446,66,3,14,5,0,0,88,3518
481410,804419,2022,6,93,U,MCU,Minor,,,536664,181634,51.51710485,-0.03173876,,,Counted,Manual count,157,223,4318,17,628,56,1,1,1,0,0,59,5245
481594,804462,2022,6,125,U,MCU,Minor,,,537248,192345,51.61321236,-0.01914933,,,Counted,Manual count,27,34,661,0,90,7,0,0,0,0,0,7,793
481604,804464,2022,6,125,U,MCU,Minor,,,539110,187965,51.57339848,0.00599137,,,Counted,Manual count,35,14,310,0,39,9,2,0,0,0,0,11,374
481612,804465,2022,6,125,U,MCU,Minor,,,538865,191357,51.60393813,0.00379785,,,Counted,Manual count,53,119,2931,15,417,42,6,4,2,0,0,54,3537
481620,804466,2022,6,125,U,MCU,Minor,,,536171,189804,51.59064057,-0.03568026,,,Counted,Manual count,49,44,348,1,57,2,1,0,0,0,0,3,454
481632,804469,2022,6,108,U,MCU,Minor,,,527448,177194,51.47935524,-0.16609055,,,Counted,Manual count,1448,546,4748,12,1061,101,8,4,0,1,1,115,6482
481642,804471,2022,6,108,U,MCU,Minor,,,523278,175685,51.46671634,-0.22663484,,,Counted,Manual count,252,146,2001,0,376,32,1,0,0,0,0,33,2555
481650,804472,2022,6,108,U,MCU,Minor,,,523367,174891,51.45956094,-0.22563091,,,Counted,Manual count,339,69,1438,0,166,17,0,2,0,0,0,19,1692
481879,804528,2022,6,109,C,MCU,Minor,,,525909,181935,51.52230756,-0.18654981,,,Counted,Manual count,296,67,1142,0,183,30,6,0,0,0,0,36,1428
481889,804530,2022,6,109,U,MCU,Minor,,,528969,180418,51.50798468,-0.14302254,,,Counted,Manual count,512,568,3674,192,930,258,7,51,1,0,1,319,5684
484378,805258,2022,6,111,C,MCU,Minor,,,520327,176644,51.47596960,-0.26877140,,,Estimated,Estimated using AADF from previous year on this link,564,159,3516,0,553,57,0,3,0,0,0,59,4287
484787,805381,2022,6,178,U,MCU,Minor,,,518506,163534,51.35852404,-0.29935715,,,Counted,Manual count,58,90,3684,259,477,58,3,0,1,0,0,62,4572
485191,805528,2022,6,176,B258,MB,Minor,,,547823,167548,51.38772881,0.12309101,,,Counted,Manual count,71,43,2125,44,459,76,8,2,4,0,1,91,2761
485313,805554,2022,9,80,U,MCU,Minor,,,554365,159934,51.31757567,0.21373612,,,Counted,Manual count,6,0,152,0,40,1,0,0,0,0,0,1,192
485363,805564,2022,7,78,U,MCU,Minor,,,518687,197520,51.66393964,-0.28532840,,,Counted,Manual count,21,75,5469,114,662,14,8,0,0,1,0,23,6343
487605,806135,2022,6,201,C,MCU,Minor,,,554940,185710,51.54901365,0.23324820,,,Counted,Manual count,26,103,11496,13,1549,97,1,10,7,1,2,118,13278
488089,806274,2022,7,123,U,MCU,Minor,,,553605,197112,51.65182252,0.21899856,,,Counted,Manual count,8,0,128,0,39,20,0,0,1,1,1,23,190
488125,806280,2022,6,201,C,MCU,Minor,,,555726,190386,51.59080923,0.24664415,,,Counted,Manual count,45,77,8651,16,1067,68,0,2,6,0,1,77,9888
488153,806289,2022,9,135,U,MCU,Minor,,,513778,164888,51.37165970,-0.36679955,,,Counted,Manual count,316,113,6213,67,727,93,23,10,0,1,1,128,7249
488300,806334,2022,7,128,U,MCU,Minor,,,556209,179666,51.49436077,0.24885858,,,Estimated,Estimated using AADF from previous year on this link,0,0,179,0,51,0,0,0,0,0,0,0,230
488514,806390,2022,7,78,U,MCU,Minor,,,511216,192631,51.62152492,-0.39485587,,,Counted,Manual count,10,13,707,12,140,1,0,0,0,0,0,1,873
488631,806436,2022,9,135,U,MCU,Minor,,,506285,171215,51.42998091,-0.47251259,,,Counted,Manual count,5,0,185,0,31,1,1,0,0,0,0,2,218
489750,806782,2022,7,123,B194,MB,Minor,,,537895,200706,51.68818660,-0.00651733,,,Counted,Manual count,52,366,10569,10,2205,247,55,111,32,75,108,628,13778
489783,806791,2022,7,123,U,MCU,Minor,,,540690,198448,51.66720404,0.03298060,,,Estimated,Estimated using AADF from previous year on this link,22,4,263,0,78,0,0,0,0,0,0,0,345
490208,806927,2022,9,135,B375,MB,Minor,,,503944,166536,51.38835680,-0.50754578,,,Counted,Manual count,137,12,218,34,45,1,1,0,0,0,0,2,311
490696,807095,2022,9,135,B2122,MB,Minor,,,515255,155082,51.28322536,-0.34875835,,,Counted,Manual count,46,59,5533,77,922,39,13,7,3,1,1,64,6655
490864,807158,2022,9,135,U,MCU,Minor,,,508763,164004,51.36469593,-0.43908917,,,Counted,Manual count,6,1,145,2,25,0,0,0,0,0,0,0,173
490895,807166,2022,7,78,U,MCU,Minor,,,511201,198213,51.67169874,-0.39329852,,,Estimated,Estimated using AADF from previous year on this link,288,124,6751,4,2172,86,16,7,4,7,9,130,9181
491292,807290,2022,7,78,U,MCU,Minor,,,509485,192665,51.62216965,-0.41983975,,,Counted,Manual count,5,1,178,0,11,3,0,0,0,0,0,3,193
491568,807377,2022,7,78,U,MCU,Minor,,,504228,195104,51.64508832,-0.49502421,,,Counted,Manual count,8,16,2159,2,361,5,1,0,0,0,0,5,2543
492042,807538,2022,7,78,U,MCU,Minor,,,515212,199041,51.67833247,-0.33504872,,,Counted,Manual count,17,61,3442,38,453,19,2,3,0,2,0,26,4020
492883,807818,2022,7,78,U,MCU,Minor,,,520922,196666,51.65578792,-0.25332414,,,Counted,Manual count,36,57,4382,0,1040,20,5,0,0,0,1,26,5506
493085,807883,2022,7,123,U,MCU,Minor,,,559337,192339,51.60734699,0.29961468,,,Counted,Manual count,10,2,300,0,48,1,1,0,0,0,0,2,352
493482,808011,2022,7,128,U,MCU,Minor,,,559865,178684,51.48451700,0.30103497,,,Counted,Manual count,25,13,2682,49,153,3,0,2,0,0,0,5,2901
493680,808065,2022,7,123,U,MCU,Minor,,,555003,202312,51.69815839,0.24149603,,,Counted,Manual count,1,6,534,0,89,4,0,2,0,0,0,6,635
493705,808073,2022,9,80,U,MCU,Minor,,,547034,155553,51.28014951,0.10681357,,,Counted,Manual count,10,5,225,0,76,3,0,0,0,0,0,3,307
493903,808165,2022,7,78,U,MCU,Minor,,,512800,197318,51.66333615,-0.37047376,,,Counted,Manual count,196,26,3197,4,366,4,0,1,0,0,0,5,3598
494341,808286,2022,7,123,U,MCU,Minor,,,558926,198961,51.66695625,0.29668815,,,Counted,Manual count,17,17,1967,1,275,12,1,3,1,0,2,18,2277
494671,808390,2022,9,135,U,MCU,Minor,,,513178,155098,51.28378512,-0.37852190,,,Counted,Manual count,57,28,2299,38,399,14,3,5,0,0,0,22,2786
494817,808436,2022,7,78,U,MCU,Minor,,,505104,196976,51.66175173,-0.48180667,,,Counted,Manual count,34,3,461,0,88,10,0,0,0,0,0,10,562
495055,808502,2022,9,135,U,MCU,Minor,,,523697,159399,51.32025598,-0.22627392,,,Counted,Manual count,16,8,701,0,109,1,0,0,0,0,0,1,818
495490,808638,2022,7,123,U,MCU,Minor,,,559030,193984,51.62221267,0.29593070,,,Counted,Manual count,1,4,1398,0,161,14,0,0,0,0,0,14,1576
495725,808708,2022,7,78,U,MCU,Minor,,,516287,198967,51.67744599,-0.31953215,,,Counted,Manual count,14,3,881,0,171,6,3,0,0,0,0,8,1064
495757,808717,2022,9,135,U,MCU,Minor,,,513510,156838,51.29935880,-0.37321074,,,Counted,Manual count,63,71,6156,7,1186,31,1,1,14,0,0,47,7467
496168,808840,2022,9,135,U,MCU,Minor,,,524065,162502,51.34806409,-0.21991629,,,Counted,Manual count,17,0,386,1,47,0,0,0,0,1,0,1,434
496747,809021,2022,7,78,U,MCU,Minor,,,509282,198921,51.67843850,-0.42081747,,,Counted,Manual count,4,0,136,1,34,1,3,0,0,0,0,4,176
496856,809053,2022,9,80,C,MCU,Minor,,,554212,165580,51.36834660,0.21398607,,,Counted,Manual count,33,15,972,0,186,2,5,5,5,0,2,18,1191
496941,809085,2022,9,80,U,MCU,Minor,,,556281,168289,51.39212177,0.24487561,,,Counted,Manual count,7,6,300,0,67,2,0,0,0,0,0,2,375
498081,809476,2022,7,123,C,MCU,Minor,,,547784,194459,51.62954325,0.13380032,,,Counted,Manual count,20,5,441,0,78,0,3,0,0,0,0,3,527
498106,809483,2022,9,80,U,MCU,Minor,,,552236,173984,51.44439111,0.18922558,,,Counted,Manual count,7,0,551,0,58,3,0,0,0,0,0,3,613
499897,810063,2022,9,135,U,MCU,Minor,,,503843,170480,51.42382675,-0.50784265,,,Counted,Manual count,36,14,1055,2,172,4,0,0,0,0,0,4,1247
499905,810065,2022,9,135,U,MCU,Minor,,,507870,164486,51.36919850,-0.45176554,,,Counted,Manual count,74,15,1147,1,128,3,5,0,0,0,0,7,1298
500964,810393,2022,7,78,U,MCU,Minor,,,512206,192762,51.62250593,-0.38051918,,,Counted,Manual count,9,27,851,0,171,2,0,0,0,0,0,2,1051
500971,810394,2022,7,123,U,MCU,Minor,,,543370,191996,51.60855231,0.06906528,,,Counted,Manual count,12,23,2964,0,257,38,4,0,0,0,0,41,3286
502457,810946,2022,6,66,U,MCU,Minor,,,507981,181061,51.51816013,-0.44512021,,,Counted,Manual count,14,11,398,13,99,10,2,0,0,0,0,12,532
502467,810950,2022,6,134,U,MCU,Minor,,,532401,170001,51.41357699,-0.09749500,,,Counted,Manual count,41,63,1546,3,248,17,8,3,0,0,0,28,1888
502474,810952,2022,6,165,U,MCU,Minor,,,527695,189362,51.58865244,-0.15812596,,,Counted,Manual count,17,7,195,0,31,15,0,0,1,0,0,16,249
502481,810953,2022,6,106,C,MCU,Minor,,,549655,176899,51.47127017,0.15334786,,,Counted,Manual count,73,92,7021,9,1026,65,2,0,2,0,0,69,8217
502490,810957,2022,6,104,B212,MB,Minor,,,539721,175413,51.46045506,0.00982911,,,Counted,Manual count,356,243,7658,202,1380,139,14,14,0,0,3,169,9653
502499,810960,2022,6,124,C,MCU,Minor,,,540947,190769,51.59813787,0.03360516,,,Counted,Manual count,92,84,4861,151,729,36,1,1,1,0,0,38,5863
502507,810963,2022,6,105,U,MCU,Minor,,,540816,174009,51.44756777,0.02502230,,,Counted,Manual count,18,35,446,0,73,4,0,0,0,0,0,4,557
502514,810964,2022,6,111,C,MCU,Minor,,,508112,173840,51.45323010,-0.44544098,,,Counted,Manual count,132,189,10965,106,2442,573,63,62,73,114,244,1129,14832
502524,810969,2022,6,104,U,MCU,Minor,,,539286,175244,51.45904345,0.00350517,,,Counted,Manual count,8,33,187,0,76,9,1,0,0,0,0,10,306
502531,810970,2022,6,176,U,MCU,Minor,,,540985,159067,51.31325606,0.02152973,,,Counted,Manual count,2,0,150,0,47,2,0,0,0,0,0,2,199
502540,810973,2022,6,176,C,MCU,Minor,,,548966,163364,51.34983569,0.13775407,,,Counted,Manual count,5,7,581,0,166,17,4,0,1,0,2,24,779
502551,810979,2022,6,165,C,MCU,Minor,,,532671,188517,51.57991000,-0.08666001,,,Counted,Manual count,466,428,3961,24,901,111,7,2,0,0,0,120,5434
502561,810983,2022,6,103,C,MCU,Minor,,,532851,174575,51.45457712,-0.08931395,,,Counted,Manual count,832,442,5961,313,1231,132,14,2,2,0,0,150,8097
502569,810985,2022,6,103,U,MCU,Minor,,,533542,177123,51.47731267,-0.07841312,,,Counted,Manual count,689,52,270,0,42,4,1,0,0,0,0,5,368
502577,810988,2022,6,176,C,MCU,Minor,,,545153,164056,51.35704042,0.08332208,,,Counted,Manual count,58,78,7019,27,1402,86,2,3,5,1,0,98,8623
502584,810989,2022,6,178,U,MCU,Minor,,,519847,166919,51.38866674,-0.27896690,,,Counted,Manual count,14,5,322,0,51,5,0,0,0,0,0,5,383
502594,810993,2022,6,107,C,MCU,Minor,,,532102,176565,51.47263599,-0.09934468,,,Counted,Manual count,500,416,2825,3,639,71,14,0,0,0,0,85,3967
502602,810995,2022,6,111,U,MCU,Minor,,,521301,178225,51.48997137,-0.25421109,,,Counted,Manual count,54,17,151,0,39,8,0,0,0,0,0,8,214
