id,count_point_id,year,region_id,local_authority_id,road_name,road_category,road_type,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,link_length_km,link_length_miles,estimation_method,estimation_method_detailed,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles
359095,75396,2023,6,174,A201,PA,Major,Victoria Embankment,Queen Victoria St,531640,180830,51.51107194,-0.10440354,0.1,0.1,Counted,Dependent on a neighbouring counted link,10825,2529,12720,655,4673,372,59,117,10,12,25,595,21173
359121,75397,2023,6,174,A3,PA,Major,Arthur St/Fish St Hill,Gracechurch St,532870,180800,51.51051468,-0.08670057,0.1,0.1,Counted,Dependent on a neighbouring counted link,13988,1611,4741,2958,190,52,6,1,1,0,4,64,9563
359147,75398,2023,6,174,A3,PA,Major,Upper Thames St,King William St,532800,180778,51.51033342,-0.08771697,0.1,0.1,Estimated,Estimated using AADF from previous year on this link,212,315,696,323,287,60,46,36,1,0,4,146,1767
359171,75399,2023,6,174,A3,PA,Major,King William St,Upper Thames St,532910,180750,51.51005595,-0.08614334,0.1,0.1,Estimated,Estimated using AADF from previous year on this link,320,160,830,113,544,65,11,5,0,0,0,80,1727
359197,75400,2023,6,174,A3211,PA,Major,Queen St Place,Arthur St,532600,180780,51.51039833,-0.09059654,0.4,0.2,Counted,Manual count,5074,1896,13948,679,7485,932,215,598,64,46,138,1993,26000
359223,75401,2023,6,174,A3211,PA,Major,Arthur St,Fish St Hill,532800,180720,51.50981220,-0.08773880,0.1,0.1,Estimated,Estimated using AADF from previous year on this link,5696,2011,14528,685,6051,1453,202,823,16,26,184,2703,25978
359633,75425,2023,6,93,A13,PA,Major,Aspen Way tunnel,LA boundary,539100,181400,51.51440803,0.00325455,0.2,0.1,Counted,Dependent on a neighbouring counted link,344,6237,84374,693,21688,3855,449,1466,131,143,415,6459,119452
359659,75426,2023,6,93,A1261,PA,Major,Aspen Way,A13,538930,181200,51.51265255,0.00072739,0.5,0.3,Estimated,Estimated from nearby links,91,2407,34428,145,7890,1536,188,429,28,34,127,2341,47211
359685,75427,2023,6,93,A1261,PA,Major,Aspen Way tunnel,A1263,538850,180950,51.51042559,-0.00052319,0.2,0.1,Estimated,Estimated from nearby links,91,2407,34428,145,7890,1536,188,429,28,34,127,2341,47211
360690,76008,2023,6,134,A214,PA,Major,B232,A212,533300,170680,51.41946833,-0.08432051,1.4,0.9,Estimated,Estimated using AADF from previous year on this link,189,464,5798,690,1386,188,10,12,16,8,5,240,8577
361280,76038,2023,6,134,A232,PA,Major,A222,A2039,533160,165450,51.37250137,-0.08829341,0.2,0.1,Estimated,Estimated using AADF from previous year on this link,83,417,19248,344,3687,266,57,52,39,49,50,512,24209
361612,76054,2023,6,145,A501,PA,Major,Tottenham Court Road,Gower Street,529360,182384,51.52556361,-0.13667035,0.2,0.1,Estimated,Estimated using AADF from previous year on this link,1822,3091,34373,1078,9308,771,122,143,43,64,44,1186,49035
362340,76089,2023,9,80,M20,TM,Major,2,A20,559750,160110,51.31767185,0.29102326,0.5,0.3,Estimated,Estimated from nearby links,0,29,4130,7,1321,115,17,44,44,324,155,698,6185
388380,78117,2023,6,176,A233,PA,Major,Churchill Way,St Winifred's Rd,541850,159000,51.31243916,0.03390601,2.1,1.3,Estimated,Estimated using AADF from previous year on this link,49,91,11913,342,2262,127,16,20,11,7,2,183,14791
388406,78118,2023,6,176,A233,PA,Major,LA Boundary,St Winifred's Rd,543250,157500,51.29860908,0.05337721,1.8,1.1,Estimated,Estimated using AADF from previous year on this link,18,56,7113,36,1852,126,7,13,13,2,4,165,9222
389117,78148,2023,9,135,A245,PA,Major,"Blundel Lane, Stoke D'Abernon","Cleeve Rd, Leatherhead",514000,158780,51.31671629,-0.36556515,4.6,2.9,Estimated,Estimated using AADF from previous year on this link,79,20,5043,13,854,113,56,21,0,2,11,203,6133
389143,78149,2023,9,135,A244,PA,Major,M25/A243,Charlwood Drive,514974,159725,51.32501442,-0.35129068,2.0,1.2,Estimated,Estimated using AADF from previous year on this link,73,62,9240,22,2616,154,21,42,10,10,5,242,12182
389169,78150,2023,9,135,A245,PA,Major,Matthew Arnold Close,A307,510200,160480,51.33274434,-0.41954431,0.2,0.1,Estimated,Estimated from nearby links,58,217,22106,48,3571,297,70,77,14,10,19,486,26428
389195,78151,2023,9,135,A307,PA,Major,A245,Fairmile Lane,511180,161000,51.33722780,-0.40532081,1.9,1.2,Estimated,Estimated using AADF from previous year on this link,262,76,10890,33,1747,83,17,34,16,9,7,166,12912
389221,78152,2023,9,135,A244,PA,Major,B280,Heath Rd,514240,161200,51.33841960,-0.36134777,0.3,0.2,Estimated,Estimated from nearby links,236,186,15005,34,5484,367,52,31,15,10,0,475,21184
392213,78279,2023,7,78,A1000,PA,Major,Hill Rise,A111,525980,200700,51.69093056,-0.17879158,0.5,0.3,Estimated,Estimated from nearby links,158,92,9560,117,1957,97,10,18,8,1,6,141,11868
392239,78280,2023,7,78,A111,PA,Major,M25,Hill Rise,526390,200400,51.68814243,-0.17297164,0.5,0.3,Estimated,Estimated from nearby links,56,97,12727,216,2924,203,50,64,21,33,36,406,16370
392959,78308,2023,9,80,A224,PA,Major,A25 Bradbourne Vale Road,Lennard Rd,551290,156500,51.28754547,0.16819107,1.1,0.7,Estimated,Estimated using AADF from previous year on this link,78,85,15093,102,1899,165,26,26,18,11,9,254,17433
392985,78309,2023,9,80,A25,PA,Major,A225,Pudding Lane,553554,156680,51.28855730,0.20070867,2.0,1.2,Estimated,Estimated using AADF from previous year on this link,64,85,9535,59,2047,135,35,89,13,16,31,319,12045
393011,78310,2023,9,80,A225,PA,Major,A25,Vestry Rd,552810,157000,51.29163253,0.19018469,1.3,0.8,Counted,Manual count,75,194,15016,37,2386,128,24,16,3,15,47,233,17867
393887,78345,2023,6,66,A40,PA,Major,LA Boundary,B467 slips,505750,185620,51.55955974,-0.47589286,0.2,0.1,Counted,Automatic counter,4,812,71362,252,18213,4015,444,845,299,367,1832,7802,98441
393991,78350,2023,7,78,A4145,PA,Major,A404,"Chenies Way, Watford",507720,194000,51.63450885,-0.44491525,3.6,2.2,Counted,Manual count,25,56,8040,3,1642,77,21,9,6,8,7,129,9871
394017,78351,2023,7,78,A412,PA,Major,A412 Denham Way,Long Lane,503910,193500,51.63072967,-0.50009446,0.4,0.2,Estimated,Estimated from nearby links,99,115,12304,86,2187,143,47,23,8,11,4,237,14929
394069,78353,2023,7,78,A411,PA,Major,M25,Courtlands Drive,508662,199326,51.68219881,-0.42965541,1.1,0.7,Counted,Manual count,53,187,19133,216,2563,136,34,28,3,8,6,215,22314
394121,78355,2023,7,78,A41,PA,Major,A4008 / M25 J5,Woodmere Ave,512500,198430,51.67339051,-0.37445195,1.0,0.6,Estimated,Estimated from nearby links,69,234,22980,127,4050,317,48,184,31,54,59,693,28083
394147,78356,2023,6,57,A1,PA,Major,A5109 Marsh Lane,Courtland Avenue,520930,193100,51.62373749,-0.25444084,0.6,0.4,Estimated,Estimated from nearby links,86,635,49622,290,11674,1642,155,293,74,288,303,2755,64976
394173,78357,2023,6,57,A5109,PA,Major,A1,Highwood Hill,521500,193250,51.62496312,-0.24615827,1.1,0.7,Estimated,Estimated using AADF from previous year on this link,43,102,11307,123,2007,216,38,26,1,2,11,294,13833
394199,78358,2023,6,57,A5109,PA,Major,Highwood Hill,Barnet Lane,523500,194160,51.63270640,-0.21695925,3.2,2.0,Counted,Manual count,26,259,12380,172,1816,134,13,11,0,0,1,158,14784
394225,78359,2023,6,57,A411,PA,Major,A1(T),Quinta Drive,522000,195460,51.64471650,-0.23816871,2.3,1.4,Estimated,Estimated using AADF from previous year on this link,41,205,7870,151,1344,90,18,17,7,4,2,138,9708
394251,78360,2023,6,57,A1081,PA,Major,Sunset View,LA Boundary,524100,197400,51.66169201,-0.20714651,0.4,0.2,Estimated,Estimated from nearby links,29,29,6148,68,1343,120,21,32,17,32,29,250,7838
394277,78361,2023,6,57,A1000,PA,Major,Kitts End Rd,LA Boundary,524730,198000,51.66694481,-0.19782898,0.4,0.2,Estimated,Estimated from nearby links,151,88,9130,111,1869,93,10,18,8,1,6,135,11333
394303,78362,2023,6,121,A111,PA,Major,Waggon Rd,LA Boundary,527140,199000,51.67539183,-0.16263668,1.0,0.6,Counted,Manual count,5,151,15486,174,2914,312,32,71,18,7,11,451,19176
394329,78363,2023,6,121,A1005,PA,Major,A110,Oak Avenue,531400,197500,51.66093229,-0.10162528,1.8,1.1,Estimated,Estimated using AADF from previous year on this link,99,154,14162,141,2376,258,17,23,7,7,1,313,17147
394407,78366,2023,6,125,A1069,PA,Major,A110,Forest Side,539000,194530,51.63241670,0.00700356,1.1,0.7,Estimated,Estimated using AADF from previous year on this link,73,94,6940,811,1264,57,11,42,0,0,0,109,9219
394433,78368,2023,7,123,A104,PA,Major,LA Boundary,Church Rd,540580,194000,51.62726241,0.02960464,0.4,0.2,Estimated,Estimated from nearby links,229,247,10125,8,2040,85,10,22,6,1,1,126,12546
394459,78369,2023,7,123,A121,PA,Major,A1168,Baldwin's Hill,543060,197750,51.66033431,0.06694105,0.7,0.4,Estimated,Estimated from nearby links,34,71,14130,64,3152,160,59,50,0,12,27,308,17725
394485,78370,2023,7,123,A1168,PA,Major,M11,Oakwood Hill,544280,195750,51.64205160,0.08374237,0.3,0.2,Estimated,Estimated from nearby links,15,68,10420,64,2380,174,42,35,11,26,21,308,13240
394511,78371,2023,7,123,A113,PA,Major,Vicarage Lane,A1168,544370,194500,51.63079671,0.08452709,1.1,0.7,Estimated,Estimated from nearby links,44,64,9773,10,1517,58,15,17,2,3,3,97,11461
394537,78372,2023,7,123,A1112,PA,Major,LA Boundary,B173 Lambourne Rd,546500,193190,51.61847616,0.11473247,0.6,0.4,Estimated,Estimated from nearby links,6,58,5350,7,1607,108,16,6,9,6,1,146,7167
394563,78373,2023,6,124,A1112,PA,Major,Fowler Rd,LA Boundary,547000,192630,51.61331426,0.12171470,0.8,0.5,Estimated,Estimated from nearby links,76,232,22844,206,3912,651,23,51,13,22,39,799,27993
394589,78374,2023,6,168,A1112,PA,Major,Collier Row Rd,LA Boundary,548480,190600,51.59468661,0.14221507,0.4,0.2,Estimated,Estimated from nearby links,73,198,9589,21,2134,266,20,58,18,26,48,438,12379
394615,78375,2023,7,123,A128,PA,Major,A1023,Orchard Lane,559038,194592,51.62767277,0.29632197,2.8,1.7,Estimated,Estimated using AADF from previous year on this link,75,59,13161,50,2298,163,48,31,16,19,15,294,15863
394719,78379,2023,6,201,A127,PA,Major,Hall Lane (mid-junction),M25,557600,188670,51.57487163,0.27290585,2.6,1.6,Counted,Manual count,7,243,34698,46,8541,789,85,189,21,70,189,1342,44868
394813,78384,2023,9,80,A296,PA,Major,B2174 St James Lane roundabout,Bean Lane roundabout,558000,173130,51.43514037,0.27171848,1.2,0.7,Estimated,Estimated from nearby links,12,83,16691,409,2817,121,27,131,26,59,44,408,20408
394839,78385,2023,6,176,A224,PA,Major,The Highway,M25 Spur Junction 4,548130,164000,51.35576925,0.12602258,2.5,1.6,Estimated,Estimated using AADF from previous year on this link,60,93,15566,28,2676,328,19,74,12,4,35,473,18836
394865,78386,2023,6,176,A21,PA,Major,B2158 Farnborough Hill,A223,545390,164000,51.35647669,0.08670054,0.9,0.6,Estimated,Estimated from nearby links,112,165,17237,78,3322,543,66,136,38,42,220,1046,21848
394891,78387,2023,9,135,A22,PA,Major,B2208 Croydon Rd,LA Boundary,534110,158000,51.30532637,-0.07745460,2.4,1.5,Counted,Manual count,40,389,13901,178,2913,289,60,160,28,74,205,816,18197
394917,78388,2023,6,134,A23,PA,Major,LA Boundary,Woodplace Lane,529060,157500,51.30199869,-0.15004103,0.4,0.2,Counted,Automatic counter,83,247,25389,184,7126,653,115,290,90,190,240,1578,34524
394941,78389,2023,9,135,A217,PA,Major,Chipstead Lane roundabout,A240,524208,155504,51.28513867,-0.22029940,3.1,1.9,Counted,Manual count,30,263,28674,118,6464,428,92,240,85,138,159,1142,36661
394990,78391,2023,9,135,A245,PA,Major,Station Approach,Cleeve Rd,516000,156930,51.29968454,-0.33748081,0.5,0.3,Estimated,Estimated from nearby links,87,22,5598,14,948,125,62,23,0,2,12,225,6807
395016,78392,2023,6,178,A243,PA,Major,B280,"Garrison Lane, Chessington",517380,162000,51.34497026,-0.31602692,1.7,1.1,Estimated,Estimated using AADF from previous year on this link,94,236,18565,188,3244,650,27,86,38,61,75,937,23169
395042,78393,2023,9,135,A244,PA,Major,A3(T),"Milbourne Lane, Esher",514080,162750,51.35238291,-0.36314776,1.7,1.1,Estimated,Estimated using AADF from previous year on this link,175,245,17561,34,4005,177,42,40,1,10,20,290,22134
395068,78394,2023,9,135,A307,PA,Major,Hawkshill Way,A244 Claremont Lane,513480,164000,51.36373798,-0.37136213,1.2,0.7,Estimated,Estimated using AADF from previous year on this link,271,86,9599,57,1259,44,16,8,9,3,5,84,11085
395094,78395,2023,9,135,A245,PA,Major,B374 Brooklands Rd,A3,508000,161110,51.33882852,-0.45092111,2.8,1.7,Estimated,Estimated using AADF from previous year on this link,65,270,21933,49,4995,294,52,80,45,119,95,686,27933
395194,78399,2023,9,135,A320,PA,Major,B375 St Ann's Rd,Norlands Lane,504050,168250,51.40374404,-0.50552065,1.9,1.2,Estimated,Estimated using AADF from previous year on this link,164,68,12582,78,1937,92,8,19,2,0,3,125,14789
395286,78403,2023,6,66,A4020,PA,Major,LA Boundary,B467 Harefield Rd,505260,184500,51.54958440,-0.48329346,0.5,0.3,Estimated,Estimated from nearby links,82,153,15132,143,3047,252,67,64,16,73,54,527,19002
395318,78405,2023,6,176,A233,PA,Major,B265,Fishponds Rd,541950,164000,51.35734573,0.03733070,1.7,1.1,Estimated,Estimated from nearby links,62,127,5639,202,1287,87,3,2,6,9,11,118,7373
395344,78406,2023,9,135,A24,PA,Major,A246,B2033 Reigate Rd,516915,155022,51.28234802,-0.32498623,1.2,0.7,Counted,Manual count,16,322,20769,42,3914,314,85,153,38,76,111,778,25825
401994,79991,2023,6,168,A124,PA,Major,A123S,A123N,543800,184300,51.53929018,0.07212341,1.0,0.6,Estimated,Estimated using AADF from previous year on this link,87,367,18014,43,3059,235,29,28,5,2,9,308,21790
402085,79997,2023,6,185,A4005,PA,Major,A404,A409,515540,188350,51.58217720,-0.33383192,1.0,0.6,Estimated,Estimated using AADF from previous year on this link,36,190,10127,212,1274,98,25,15,8,16,13,174,11978
402111,79998,2023,6,118,A404,PA,Major,A4179,A406,519100,185017,51.55148219,-0.28360375,1.4,0.9,Estimated,Estimated using AADF from previous year on this link,525,1552,14483,696,2325,382,41,53,11,14,34,535,19591
402137,79999,2023,6,118,A4089,PA,Major,A4179,A4088,519400,186360,51.56348909,-0.27882351,0.5,0.3,Estimated,Estimated using AADF from previous year on this link,303,1180,16833,932,2182,279,33,14,3,14,10,354,21481
410993,80388,2023,6,122,A1208,PA,Major,A10/A5201,Weymouth Terrace,533620,182930,51.52947903,-0.07509200,0.6,0.4,Estimated,Estimated using AADF from previous year on this link,2690,1503,9476,604,3238,540,33,62,7,0,18,659,15479
411189,80396,2023,9,135,A232,PA,Major,Northey Ave roundabout,LA Boundary,523710,162430,51.34749433,-0.22503613,0.7,0.4,Estimated,Estimated using AADF from previous year on this link,135,153,9861,127,1389,109,26,36,18,11,8,210,11740
412246,80458,2023,6,204,A238,PA,Major,B235,A298,523910,169460,51.41063192,-0.21971711,1.2,0.7,Estimated,Estimated using AADF from previous year on this link,735,322,5295,466,927,141,21,6,2,2,1,173,7183
417612,80722,2023,6,145,A5202,PA,Major,A501,Royal College St,530121,183118,51.53198532,-0.12543581,1.4,0.9,Estimated,Estimated using AADF from previous year on this link,607,192,3584,223,510,93,5,7,1,0,1,109,4618
418272,80763,2023,6,107,A2214,PA,Major,Effra Road,Dulwich Road,531240,174700,51.45607600,-0.11244028,0.3,0.2,Estimated,Estimated from nearby links,287,161,1806,184,425,60,7,2,0,0,0,68,2644
418296,80764,2023,6,107,A2214,PA,Major,Effra Road,Dulwich Road,531270,174620,51.45535011,-0.11203841,0.2,0.1,Estimated,Estimated from nearby links,264,154,1942,189,508,57,4,9,0,0,1,70,2864
418901,80795,2023,6,201,A1306,PA,Major,A1306 NEW ROAD,A13,550590,182650,51.52269591,0.16925312,0.7,0.4,Counted,Manual count,78,161,12931,194,3250,491,135,84,8,25,91,834,17371
418923,80796,2023,6,201,A1306,PA,Major,A13,Manor Way,550630,182020,51.51702489,0.16956044,0.9,0.6,Estimated,Estimated using AADF from previous year on this link,27,44,2495,117,1705,560,140,68,8,40,330,1146,5507
419828,80844,2023,9,135,A24,PA,Major,B2033,B2122,517738,155999,51.29095996,-0.31286911,1.5,0.9,Counted,Manual count,25,441,21291,54,3996,271,59,101,49,58,103,641,26424
421363,80930,2023,9,80,A226,PA,Major,A206,A226,560000,174970,51.45111058,0.30129756,3.2,2.0,Estimated,Estimated using AADF from previous year on this link,90,139,9957,314,1722,124,42,134,15,116,97,529,12661
423019,81032,2023,6,174,A1,PA,Major,A40,A1211,532140,181400,51.51607778,-0.09698904,0.4,0.2,Estimated,Estimated using AADF from previous year on this link,648,778,5274,475,1922,404,24,24,1,0,0,453,8903
423710,81073,2023,6,103,A3203,PA,Major,A302,A201/A3202,531600,179400,51.49823020,-0.10551295,0.3,0.2,Estimated,Estimated using AADF from previous year on this link,2468,24,16,334,46,1,0,0,0,0,0,1,421
423978,81091,2023,6,147,A4000,PA,Major,A40 Western Avenue,A4000 Portal Way,520626,181808,51.52231780,-0.26270395,0.2,0.1,Estimated,Estimated using AADF from previous year on this link,285,564,7768,333,3005,345,55,107,36,72,44,659,12329
423997,81092,2023,6,147,A4000,PA,Major,A4000 Portal Way,Victoria Road,520700,181900,51.52312885,-0.26160635,0.3,0.2,Estimated,Estimated using AADF from previous year on this link,241,367,4164,236,2327,188,11,23,7,18,3,250,7344
424016,81093,2023,6,147,A4000,PA,Major,Victoria Road,Wales Farm Road,520752,181807,51.52228192,-0.26088904,0.3,0.2,Estimated,Estimated using AADF from previous year on this link,113,638,9329,98,4218,374,62,100,47,66,37,687,14969
424046,81095,2023,6,147,A4000,PA,Major,Portal Way,A40,520800,181692,51.52123811,-0.26023692,0.3,0.2,Estimated,Estimated using AADF from previous year on this link,207,572,11440,366,3573,829,70,223,16,101,88,1328,17279
424411,81118,2023,6,109,A301,PA,Major,A301,LA Boundary,530750,180580,51.50903167,-0.11731403,0.1,0.1,Estimated,Estimated using AADF from previous year on this link,1736,1455,13730,3965,4126,393,31,110,2,6,14,557,23833
424437,81119,2023,6,109,A301,PA,Major,A301,LA Boundary,530649,180963,51.51249695,-0.11862671,0.7,0.4,Estimated,Estimated using AADF from previous year on this link,27,1048,6075,201,1858,179,0,3,0,0,0,182,9364
429528,81471,2023,7,78,A411,PA,Major,A4008,A4008,511750,196330,51.65466582,-0.38596433,1.8,1.1,Estimated,Estimated using AADF from previous year on this link,0,256,27886,76,4103,177,36,80,5,19,33,349,32672
432317,82115,2023,6,107,A23,PA,Major,Camberwell Rd,Kennington Park Rd,531240,177600,51.48213767,-0.11136484,0.2,0.1,Estimated,Estimated from nearby links,2672,1289,6236,801,2232,405,21,23,12,10,14,485,11044
432331,82116,2023,6,107,A3036,PA,Major,LA Boundary,A3205,530000,177110,51.47802021,-0.12939230,3.2,2.0,Counted,Automatic counter,2305,1743,10554,954,3792,790,74,175,37,32,31,1139,18182
432527,83000,2023,7,128,A1306,PA,Major,A13,Purfleet Rd,555000,179950,51.49724510,0.23158189,1.7,1.1,Estimated,Estimated using AADF from previous year on this link,46,189,13468,20,3811,448,265,351,54,216,821,2155,19643
432540,83001,2023,7,128,A1090,PA,Major,Arterial Road,Stone House Corner Roundabout,556214,178452,51.48345194,0.24839391,1.5,0.9,Estimated,Estimated using AADF from previous year on this link,66,57,5357,8,1849,486,90,317,48,670,355,1966,9237
432553,83002,2023,7,128,A1306,PA,Major,A1090,A282,556500,178780,51.48631991,0.25265462,1.5,0.9,Counted,Manual count,29,160,5609,60,1149,318,74,157,56,285,510,1400,8378
432566,83003,2023,7,128,A1090,PA,Major,Stone House Corner Roundabout,A216,558100,177286,51.47245229,0.27501155,2.8,1.7,Estimated,Estimated using AADF from previous year on this link,48,31,1884,4,1149,407,94,101,72,729,7,1411,4480
432579,83004,2023,7,128,A126,PA,Major,Stoneness Road roundabout,A1012,560153,178853,51.48595396,0.30525582,3.2,2.0,Estimated,Estimated using AADF from previous year on this link,27,74,5081,2,1005,145,73,48,36,143,292,736,6899
432592,83005,2023,7,128,A126,PA,Major,A126 Eastern Way,A126,561070,179000,51.48701440,0.31851834,1.1,0.7,Estimated,Estimated using AADF from previous year on this link,78,123,16456,143,2058,143,41,8,0,30,9,231,19010
432605,83006,2023,7,128,A1012,PA,Major,A126,A1306,560982,179796,51.49419099,0.31761487,0.9,0.6,Estimated,Estimated using AADF from previous year on this link,56,144,19386,38,2932,203,129,66,0,24,486,908,23408
433776,84058,2023,7,78,A41,PA,Major,,,509005,199553,51.68417265,-0.42462513,0.7,0.4,Estimated,Estimated using AADF from previous year on this link,18,204,29785,268,5539,370,98,131,34,62,135,829,36625
433788,84059,2023,7,78,A41,PA,Major,,,509428,199674,51.68517797,-0.41847081,0.7,0.4,Estimated,Estimated using AADF from previous year on this link,4,203,16830,54,4166,330,101,180,15,35,99,760,22012
433800,84060,2023,7,78,A41,PA,Major,,,509228,199673,51.68520790,-0.42136311,0.3,0.2,Counted,Manual count,17,43,6725,95,1121,54,21,21,5,5,14,119,8103
433812,84061,2023,7,78,A41,PA,Major,,,509564,199697,51.68535819,-0.41649705,0.4,0.2,Counted,Manual count,7,58,8150,114,1407,80,25,27,4,6,22,165,9894
433824,84062,2023,7,78,A41,PA,Major,,,509478,199957,51.68771180,-0.41765912,0.5,0.3,Counted,Manual count,10,62,6633,202,942,109,12,21,0,44,0,186,8024
434081,84090,2023,6,125,A106,PA,Major,LA Boundary,A106 Alexandra Rd,537672,186002,51.55611179,-0.01551338,0.8,0.5,Counted,Manual count,1460,618,14807,197,3878,705,64,114,20,46,136,1085,20584
434093,84091,2023,6,125,A106,PA,Major,York Road,A112,538199,186235,51.55807684,-0.00782509,0.2,0.1,Estimated,Estimated from nearby links,291,195,4984,67,1263,228,22,35,6,6,43,340,6849
434105,84092,2023,6,125,A106,PA,Major,A106 Ruckholt Rd,A112,538200,186150,51.55731278,-0.00784405,0.2,0.1,Counted,Manual count,239,365,4295,176,661,57,8,9,2,2,4,84,5580
434117,84093,2023,6,125,A106,PA,Major,A112 High Road Leyton,A106 Francis Rd,538400,186300,51.55861165,-0.00490203,0.4,0.2,Counted,Manual count,515,265,3778,197,514,95,11,6,0,0,0,112,4865
434129,84094,2023,6,125,A106,PA,Major,A112,A106 Grove Green Rd,538413,186386,51.55938125,-0.00468080,0.5,0.3,Counted,Manual count,222,278,3637,203,663,93,16,2,2,1,1,115,4896
434141,84095,2023,6,125,A106,PA,Major,Francis Rd,A11,539000,187200,51.56655143,0.00410284,1.9,1.2,Estimated,Estimated using AADF from previous year on this link,228,97,5964,300,865,161,6,6,1,3,2,180,7406
434153,84096,2023,6,125,A1199,PA,Major,Gainsborough Rd,Bush Rd,539700,187650,51.57042207,0.01437412,0.3,0.2,Counted,Manual count,758,521,12716,1010,2271,294,45,14,5,6,11,375,16893
434347,86013,2023,6,103,A2215,PA,Major,A2214,Hanover Park,534406,175669,51.46404162,-0.06653192,0.5,0.3,Estimated,Estimated using AADF from previous year on this link,993,422,10667,1131,1996,218,27,10,14,2,2,273,14489
434358,86014,2023,6,103,A2215,PA,Major,Heaton Road,A202 Peckham high Street,534452,176545,51.47190296,-0.06553724,0.9,0.6,Estimated,Estimated using AADF from previous year on this link,389,455,10509,101,1814,136,18,2,6,4,4,170,13050
434369,86015,2023,6,103,A2215,PA,Major,Heaton Road,A202 Hanover Park,534280,176259,51.46937362,-0.06812072,0.6,0.4,Estimated,Estimated using AADF from previous year on this link,2636,65,1276,1458,354,41,3,0,1,3,1,49,3201
434380,86016,2023,6,103,A2215,PA,Major,A2214,A202,534309,176576,51.47221550,-0.06758310,0.3,0.2,Estimated,Estimated using AADF from previous year on this link,2636,65,1276,1458,354,41,3,0,1,3,1,49,3201
434690,86048,2023,9,80,A282,TA,Major,A296 / A225,A206,555470,174470,51.44787986,0.23593782,2.1,1.3,Counted,Manual count,2,648,81939,232,25312,2785,502,1044,570,3936,9079,17915,126047
434703,86050,2023,6,110,A3220,PA,Major,,,525010,178830,51.49460178,-0.20060140,0.2,0.1,Estimated,Estimated using AADF from previous year on this link,131,133,1928,304,523,59,11,1,4,1,3,79,2968
435050,87003,2023,6,57,A406,PA,Major,A5,M1 roundabout,522751,187380,51.57193815,-0.23014632,0.3,0.2,Estimated,Estimated using AADF from previous year on this link,106,1069,36311,1046,8573,1219,157,295,101,296,434,2501,49500
435164,88015,2023,9,135,A307,PA,Major,A244 Claremont Lane,Junction between A3009 and A307 High Street,514374,165207,51.37440726,-0.35813836,0.1,0.1,Estimated,Estimated using AADF from previous year on this link,481,308,21942,67,3716,240,43,32,11,26,22,373,26405
435174,88016,2023,9,135,A244,PA,Major,A317,Junction between A244 Church Street and A3009,512234,164534,51.36878508,-0.38908403,1.5,0.9,Estimated,Estimated using AADF from previous year on this link,188,613,20213,87,3933,149,22,32,4,3,15,224,25070
435184,88017,2023,9,135,A244,PA,Major,Junction between A244 Church Street and A3009,Junction between A3009 and A307 High Street,513832,164698,51.36994117,-0.36608487,0.2,0.1,Estimated,Estimated using AADF from previous year on this link,142,108,9819,59,1586,120,13,54,11,3,1,202,11775
435194,88018,2023,9,135,A3009,PA,Major,Junction between A244 Church Street and A3009,Junction between A307 Porthmouth Road & A244 Church Street,513913,164765,51.37052713,-0.36490026,0.1,0.1,Estimated,Estimated using AADF from previous year on this link,177,106,9523,60,1776,101,21,22,4,1,6,155,11619
435204,88019,2023,9,135,A307,PA,Major,Junction between A3009 and A307 High Street,Junction between A307 Porthmouth Road & A244 Church Street,513921,164706,51.36999524,-0.36480427,0.1,0.1,Estimated,Estimated using AADF from previous year on this link,398,305,21974,111,3316,235,45,52,14,12,6,364,26069
435390,88038,2023,6,118,A406,PA,Major,A4088/A406 cross (near vicarage way),A406 meets Waterloo Road,521615,186753,51.56654876,-0.24674699,1.5,0.9,Counted,Manual count,118,3230,76430,391,23322,1997,615,1286,188,378,1444,5908,109281
435400,88039,2023,6,118,A406,PA,Major,A406 meets Waterloo Road,Roundabout where A5 Edware Road meetings A406 North Circular Road,522416,187200,51.57039316,-0.23504034,0.5,0.3,Estimated,Estimated using AADF from previous year on this link,126,770,24147,429,6548,1222,215,499,64,81,620,2702,34596
435410,88041,2023,6,57,A406,PA,Major,Roundabout where M1 meets A406,On A406 close to tilling road roundabout (parallel to Etheridge Road),523031,187510,51.57304556,-0.22606269,0.6,0.4,Estimated,Estimated using AADF from previous year on this link,12,820,26006,1082,6360,807,106,202,37,64,196,1413,35681
435420,88042,2023,6,118,A406,PA,Major,A406 meets Waterloo Road,On A406 close to tilling road roundabout (parallel to Etheridge Road),522420,187180,51.57021255,-0.23498963,1.3,0.8,Counted,Manual count,0,1815,58498,141,15365,3089,346,613,120,244,747,5159,80979
435430,88043,2023,6,57,A5,PA,Major,A5 W Hendon Broadway meets A504 Herbert Road,A5 W Hendon Broadway parallel to Woolmead Avenue,522121,187927,51.57699085,-0.23904191,0.5,0.3,Estimated,Estimated using AADF from previous year on this link,558,796,16279,449,2976,470,75,97,4,22,42,710,21211
